,id,title,content,cluster
623,1452659794710_PTT02R,[標的] 6282康舒,------------------------------------------------------------------------- 1.發文前請先詳閱[標的]分類發文規範，未依規範發文將受處份。 2.發標的文未充實內文，多空理由不充實者，板規4-1或4-4處份 3.退場機制未說明價位、出場條件或長期投資，並敘述對應之理由者，板規4-1 4.請依格式輸入內容，未依格式者板規4-1砍文處份。 5.分類選填請益或心得者，進退場機制得刪去。 ---------------------按ctrl+y可刪除以上內容。---------------------------- 1. 標的： 6282康舒 2. 分類：多/空/請益/心得 多 外資轉買 昨買超近2000張; 跌破20元 法人預估，康舒今年將逆轉勝，營收將出現成長，特別在工業電源部分，公司搶攻白 牌伺服器市場，相關新一代伺服器與路由器產品之標準化及模組化設計可望打入相關 供應鏈體系。 另外，在中國4G訂單方面，預估上半年可望產生貢獻，並提供電源管理與機櫃等整合 型方案。康舒去年營收達208.36億元，年減率13.49%，但今年營收將恢復成長動能， 只不過，目前產業透明度不明朗，公司明日將召開忘年會，將公布今年營運方針及動 能。(資料來源 新聞報導) 3. 分析/正文： 市場看起來還是不錯 且每年配股穩定 4. 進退場機制：(停損價位/出場條件/長期投資) 21.2 停利30-35 今年法人看好營運 且股價20有支撐 -- ,6
795,1453004562460_PTT02R,[公告] jgj12321自刪標的文初犯警告一次,主旨：jgj12321自刪標的文初犯警告一次 類型：股板簡字號20160117-0 說明：板主查察板面標的文自刪，經板主檢視發文紀錄發現 jgj12321自刪標的文初犯警告一次。 自刪標的文前請注意板規1-1-8 證據： 作者 jgj12321 看板 Stock 標題 [標的] 鼎元 時間 Fri Jan 8 09:20:49 2016 ─────────────────────────────────────── ------------------------------------------------------------------------- 1.發文前請先詳閱[標的]分類發文規範，未依規範發文將受處份。 2.發標的文未充實內文，多空理由不充實者，板規4-1或4-4處份 3.退場機制未說明價位、出場條件或長期投資，並敘述對應之理由者，板規4-1 4.請依格式輸入內容，未依格式者板規4-1砍文處份。 5.分類選填請益或心得者，進退場機制得刪去。 ---------------------按ctrl+y可刪除以上內容。---------------------------- 1. 標的：F-貿聯 2. 分類：多 3. 分析/正文： 技術線及籌碼面良好 目前瘋狂搶購 4. 進退場機制： 140.5 -- -- ,6
898,1453198022539_PTT02R,[標的] 2308台達電,------------------------------------------------------------------------- 1.發文前請先詳閱[標的]分類發文規範，未依規範發文將受處份。 2.發標的文未充實內文，多空理由不充實者，板規4-1或4-4處份 3.退場機制未說明價位、出場條件或長期投資，並敘述對應之理由者，板規4-1 4.請依格式輸入內容，未依格式者板規4-1砍文處份。 5.分類選填請益或心得者，進退場機制得刪去。 ---------------------按ctrl+y可刪除以上內容。---------------------------- 1. 標的：2308台達電 2. 分類：請益 3. 分析/正文：請教大家對於這隻的看法，外資連續大賣，公股銀行一路接刀，接到滿手 血，但畢竟他還是一隻穩定成長的績優股，大家認為這隻理想的進場價位為多少？或是什 麼訊號代表準備反轉了，謝謝 http://i.imgur.com/XVVrIMc.jpg 4. 進退場機制：請益 -- ,6
1002,1453362310238_PTT02R,[標的] 8404 百合,------------------------------------------------------------------------- 1.發文前請先詳閱[標的]分類發文規範，未依規範發文將受處份。 2.發標的文未充實內文，多空理由不充實者，板規4-1或4-4處份 3.退場機制未說明價位、出場條件或長期投資，並敘述對應之理由者，板規4-1 4.請依格式輸入內容，未依格式者板規4-1砍文處份。 5.分類選填請益或心得者，進退場機制得刪去。 ---------------------按ctrl+y可刪除以上內容。---------------------------- 1. 標的：8404 百合 2. 分類：多 3. 分析/正文：新品已於Q1打樣，即將投入生產，主要客戶包括nike、adidas， 可望創造新的銷售高峰。 4. 進退場機制：34買進，40賣出 參考資料： 日盛Online行動解盤 https://goo.gl/b8uoNc -- ,6
1017,1453383280931_PTT02R,[公告] ice423 板規1-1-5 &amp; 4-4 水桶一週,主旨：ice423 板規1-1-5 & 4-4 水桶一週。 類型：股板簡字號20160121-4 說明：經板主檢視板面，查ice423違反板規1-1-4、1-1-5、1-1-6 且經站內信提醒改善未果， 以板規4-4 一行文規範水桶一週。 1-1-4.請使用公司正式名稱或簡稱，無故意錯字或取諧音，違者板規4-1。 1-1-5.發標的文未充實內文，多空理由不充實者，依板規4-1處分， 嚴重者以板規4-4一行文相關規範處份。 1-1-6.退場機制未說明價位、出場條件或長期投資，並敘述對應之理由者，板規4-1。 4-4.注音文、空白文、一行文、兩行文、文章過短、無意義文章等，水桶一週。 以上除注音文外，有些字數過少麻煩善用推文， 若要發文則請充實內文，若為操作問題則為個人因素， 請熟悉操作系統避免誤犯板規。 事證： 作者 ice423 (去冰半糖) 看板 Stock 標題 [標的] 8404 百合 時間 Thu Jan 21 15:44:06 2016 ─────────────────────────────────────── ------------------------------------------------------------------------- 1.發文前請先詳閱[標的]分類發文規範，未依規範發文將受處份。 2.發標的文未充實內文，多空理由不充實者，板規4-1或4-4處份 3.退場機制未說明價位、出場條件或長期投資，並敘述對應之理由者，板規4-1 4.請依格式輸入內容，未依格式者板規4-1砍文處份。 5.分類選填請益或心得者，進退場機制得刪去。 ---------------------按ctrl+y可刪除以上內容。---------------------------- 1. 標的：8404 百合 2. 分類：多 3. 分析/正文：新品已於Q1打樣，即將投入生產，主要客戶包括nike、adidas， 可望創造新的銷售高峰。 4. 進退場機制：34買進，40賣出 參考資料： 日盛Online行動解盤 https://goo.gl/b8uoNc -- -- ,6
1026,1453394948644_PTT02R,[標的]  3016,------------------------------------------------------ 1.發[標的]文請勿自刪，違者警告一支，累犯水桶伺候。 2.發標的文時請充實內文，多空理由不充實將會砍文處份。 3.停損價格請說明價位或退場機制，否則將砍文處份。 4.請益類標的文，請於內文明確註明目的為請益。 ------------按Ctrl+y可刪除以上提醒事項---------------- 1. 標的：3016 2. 進場理由 a.基本面：自從併了漢磊之後都沒進展 b.技術面：有逐漸向下的跡象 c.籌碼面： d.消息面：政治不安定因素 3. 其他理由：跨年聽說漢磊產能全開 4. 停損價格：14 -- Sent from my i Phone seven -- -- ,6
1028,1453396831274_PTT02R,[標的] 58富邦041999,------------------------------------------------------------------------- 1.發文前請先詳閱[標的]分類發文規範，未依規範發文將受處份。 2.發標的文未充實內文，多空理由不充實者，板規4-1或4-4處份 3.退場機制未說明價位、出場條件或長期投資，並敘述對應之理由者，板規4-1 4.請依格式輸入內容，未依格式者板規4-1砍文處份。 5.分類選填請益或心得者，進退場機制得刪去。 ---------------------按ctrl+y可刪除以上內容。---------------------------- 1. 標的：58富邦041999 2. 分類：多 3. 分析/正文： 配合近期美利達跌深，即將反彈走勢，順勢賺波段。 已有主力進場吃貨，順勢跟著主力進場，風險低獲利機率高。 美利達乃長期資優生好股，難得跌深，機會難得。 4. 進退場機制： 停損：0.16或美利達收破128 停利：0.5以上 進場：1/22盤中 -- ,6
1060,1453456594938_PTT02R,[標的] 俄羅斯天然氣工業公司,"1.發文前請先詳閱[標的]分類發文規範，未依規範發文將受處份。 2.發標的文未充實內文，多空理由不充實者，板規4-1或4-4處份 3.退場機制未說明價位、出場條件或長期投資，並敘述對應之理由者，板規4-1 4.請依格式輸入內容，未依格式者板規4-1砍文處份。 5.分類選填請益或心得者，進退場機制得刪去。 ---------------------按ctrl+y可刪除以上內容。---------------------------- 1. 標的：俄羅斯天然氣工業公司 OGZPY(OTC) 2. 分類 : 請益 3. 分析/正文： (1)油價下跌很久了,昨天小反彈, (2)俄羅斯被西方經濟制裁, (3)俄羅斯盧布貶值至1比80多美元, (4)俄羅斯GDP依靠能源出口, (5)種種諸多壞消息. 4. 進退場機制：(停損價位/出場條件/長期投資) 買股票買在經濟最壞更壞的時候, 3.68美元買進300股, 2.98美元買進400股, 預計下跌到2美元買進700股, 石油能源大家還是需要的! -- ",6
1071,1453472598050_PTT02R,[標的] 1310台苯,------------------------------------------------------------------------- 1.發文前請先詳閱[標的]分類發文規範，未依規範發文將受處份。 2.發標的文未充實內文，多空理由不充實者，板規4-1或4-4處份 3.退場機制未說明價位、出場條件或長期投資，並敘述對應之理由者，板規4-1 4.請依格式輸入內容，未依格式者板規4-1砍文處份。 5.分類選填請益或心得者，進退場機制得刪去。 ---------------------按ctrl+y可刪除以上內容。---------------------------- 1. 標的：1310台苯 2. 分類：多 3. 分析/正文： 近期油價震盪，但這兩日油價有反彈 注意觀察這隻股票會發現如果國際油價上漲外豬就會買 下跌就賣 前幾日急殺是因為自營避險賣出 技術面 長下影線 短線玩玩 淺嚐即可 個人投資心得 請勿作為進出依據 4. 進退場機制： 停損價： 今收盤-10% （個人操作習慣） 停利自由設定 市場有風險 投資需謹慎 -- ,6
1135,1453702433859_PTT02R,[標的] 正達二,------------------------------------------------------------------------- 1.發文前請先詳閱[標的]分類發文規範，未依規範發文將受處份。 2.發標的文未充實內文，多空理由不充實者，板規4-1或4-4處份 3.退場機制未說明價位、出場條件或長期投資，並敘述對應之理由者，板規4-1 4.請依格式輸入內容，未依格式者板規4-1砍文處份。 5.分類選填請益或心得者，進退場機制得刪去。 ---------------------按ctrl+y可刪除以上內容。---------------------------- 1. 標的：正達二 2. 分類：多 3. 分析/正文： 正達二明年8月到期，以今天購入的價格，明年到期時利率約是10% 但是目前有兩個隱憂，正達去年到現在每季eps約-1.5~-2元，沒有意外的話3月底公布年 報後就會停止信用交易，而這種賠錢的速度繼續看年底就大概淨值會到5元以下，屆時將 進入全額交割，然後明年8月這5億付不付的出來還是個問題，畢竟他是無擔保，然後不久 之後正達一也到期了，還是個問題，但就是這樣所以才有這種利率，正達二應該是現在所 有的公司債裡面利率最好的 但是要空的也不建議，因為只能空到4月初的股東會之後就停券了，再說上次有人po這支 多爛結果隔天大漲接近漲停，所以如果明天漲停也不意外，不建議追空要也是短空，另外 我前幾天打電話去拜訪他們總公司，一整天總機一直打不進去，不知道是電話沒掛好還是 怎樣，建議要玩的朋友可以先打電話關心一下公司 4. 進退場機制：等正達進入全額交割之後看公司的態度再來觀察是否要停損 -- ,6
1144,1453716013643_PTT02R,[標的] 遠雄（空）,------------------------------------------------------------------------- 1.發文前請先詳閱[標的]分類發文規範，未依規範發文將受處份。 2.發標的文未充實內文，多空理由不充實者，板規4-1或4-4處份 3.退場機制未說明價位、出場條件或長期投資，並敘述對應之理由者，板規4-1 4.請依格式輸入內容，未依格式者板規4-1砍文處份。 5.分類選填請益或心得者，進退場機制得刪去。 ---------------------按ctrl+y可刪除以上內容。---------------------------- 1. 標的：遠雄 2. 分類：多/空/請益/心得 空 3. 分析/正文： 今天遠雄發影片嗆柯P 態度反覆 非常草率 粗魯無禮搞民粹、 柯Ｐ：口水不用多說、公 安不退讓 http://m.appledaily.com.tw/realtimenews/article/new/20160125/783105/ 遠雄已經沒社會形象了還民與官鬥簡直是七月半的鴨子、520之後銀行應該會開始抽銀根 加上最近房市成交量急凍20萬戶社會住宅預期心理成交量短期不可能回溫、技術面方面大 量長黑反彈無量加上外資近期都在倒貨、日月周K線均向下。票開一年起跳的奸商需要教 訓 4. 進退場機制：(停損價位/出場條件/長期投資) 停利價20、停損價33 -- ,6
1226,1453872275819_PTT02R,[標的] 3105 穩懋,------------------------------------------------------------------------- 1.發文前請先詳閱[標的]分類發文規範，未依規範發文將受處份。 2.發標的文未充實內文，多空理由不充實者，板規4-1或4-4處份 3.退場機制未說明價位、出場條件或長期投資，並敘述對應之理由者，板規4-1 4.請依格式輸入內容，未依格式者板規4-1砍文處份。 5.分類選填請益或心得者，進退場機制得刪去。 ---------------------按ctrl+y可刪除以上內容。---------------------------- 1. 標的：3105 2. 分類：空 3. 分析/正文：技術分析位於高檔壓力區，今天會留上影線，有量但是上不去，新聞一直 放利多，主力出貨中 4. 進退場機制：57停損 -- ,6
1264,1453914277615_PTT02R,[標的] 邦特4107,------------------------------------------------------------------------- 1.發文前請先詳閱[標的]分類發文規範，未依規範發文將受處份。 2.發標的文未充實內文，多空理由不充實者，板規4-1或4-4處份 3.退場機制未說明價位、出場條件或長期投資，並敘述對應之理由者，板規4-1 4.請依格式輸入內容，未依格式者板規4-1砍文處份。 5.分類選填請益或心得者，進退場機制得刪去。 ---------------------按ctrl+y可刪除以上內容。---------------------------- 1. 標的： 4107 邦特 2. 分類：多 3. 分析/正文： 基本面: 不關心 技術面: 參考 弘帆8433 兩檔股票線形相似度90% 第一次兩檔壓力突破約在90塊 第二次壓力突破在150塊 弘帆突破了 目前持續衝高 換邦特本周挑戰150塊大關 消息面: 不關心 4. 退場機制: 到下週都是死魚或低於130 -- ,6
