,id,title,content,cluster
428,1453281288284_F01,那家現金回饋的信用卡好?,目前是使用花旗現金回饋白金卡 消費回饋0.5% 年刷6次免年費<BR>但近來發現 刷卡分期無現金回饋.水電瓦斯電信費代繳無現金回饋<BR>請問大家~現金回饋信用卡還有那家較好<BR>希望得到資訊為:<BR>銀行名稱<BR>現金回饋%數<BR>現金回饋金額上限<BR>免年費規定(金額or次數/年)<BR><BR>感謝分享,8
429,1453289170051_F01,錢包塞不下每張卡，大家會帶出門的卡片是?,最近換了一個小一點的皮夾，確發現自己的信用卡、提款卡、會員卡加起來也有點厚度，除了會員卡少帶一些，信用卡也在想要不要抽一兩張起來放在家裡，目前有的卡分別是：<BR>1. 玉山的ETC卡，開車加油就用這張，賺回饋金<BR>2. 台新的新光三越聯名卡，平常帶著在身上以備突然想去逛逛XD<BR>3. 去年年底還辦了玉山icash卡，這也是很常用到，畢竟小7每天都要去<BR>其實平常都是拿到哪張卡就用哪張刷<BR>但最近都在刷icash卡，因為消費都可以集7-11的open opint，可以拿來換city cafe或星巴客，而且這張買<BR>7-11的咖啡或是星巴克本來就有優惠，對我這種咖啡成癮者來說頗划算的。當時辦玉山的部分也是因為買淘寶時這張頗好用<BR>雖然淘寶的刷卡手續費比較高，但本身這張就有5%的網購回饋，再加上玉山推出的淘寶優惠，最高可以拿到20%回饋<BR>目前在考慮要把哪幾張卡先拿起來放在家裡，順便問一下大家的皮夾裡放哪些卡?該怎麼選擇呀?,8
433,1453297555251_F01,信用卡若選電子帳單只能自行列印?,請問信用卡若選電子帳單只能自行列印然後繳費嗎?<BR>有聽說可以手機給店員刷條碼?<BR>但上述若沒網路只能wifi上網可行嗎?,8
442,1453330635463_F01,申辦信用卡需要什麼!!,"小弟最近正在應徵一份工作,基於之前在網路買東西的經驗來說,似乎有使用信用卡的話,在付費的時候會比較方便<BR>但因為之前都沒有使用過信用卡消費的經驗,所以不清楚怎樣申辦,以下是一些自己的小疑惑<BR>1.最低年收入要多少<BR>2.是否小銀行或者是發卡量少的銀行就比較好辦卡<BR>3.一次申請多家銀行的信用卡是否就不容易辦卡<BR>4.假如才剛辦完信用卡沒多久,就馬上又辦信用卡,會不會過不了(比如說才剛拿到卡片,又馬上去申請另一間的)<BR>5.以卡辦卡又是什麼<BR>6.需要準備些什麼東西!!(最重要)",8
449,1453350738332_F01,懇請指教 關於信貸問題,小弟 今年28<BR>工作是 食品自營 <BR>沒有薪轉(都是客戶現金或轉帳進來的)<BR>月收入大概5~6萬<BR>沒有辦過信用卡<BR>想請問這樣可以辦信貸嗎?,8
469,1453439592348_F01,"若法院判勝,有辦法要求銀行給出席費等費用嗎?","我爸爸因為在10幾年前被信用卡業務員盜辦一張信用卡<BR>在被盜刷後就一直被催繳,後來有跟我爸確定後,有反應異常...之後就沒再催收了<BR>大該7個月時間<BR>直到去年...原銀行被另一家新銀行併購後,竟然在去年底來了一張支付命令...要求8萬多元的金額(盜刷卡金額是不到1萬)<BR>目前已經出庭3次(簡易庭)...因為銀行將債務委託第三方公司催收,所以對方出庭代表完全沒有權限,可說都不發言<BR>(講明的就是想看法院直接判決)<BR>目前他們已經有查覺當時前銀行有可能是有註記問題,所以目已經把案子又交還給銀行處理....由銀行代表出庭<BR>我想請問...<BR>若最後法院判決我們不須要支付....請問我能要求銀行什麼嗎?<BR>交通費?<BR>出席費?<BR>污告?<BR>名譽求償?<BR>不然光時間,交通等...真的浪費時間~<BR>還請有經驗或知道的大大能給點意見",8
554,1453995030850_F01,"郵局Visa金融卡,非薪資轉帳戶能申辦不能!!","簡單說就是<BR>1.郵局Visa金融卡,非薪資轉帳戶能申辦不能!!<BR>2.申辦郵局Visa金融卡,需要準備那些東西!!<BR>3.郵局的金融卡密碼忘掉還有臨櫃提取存款的密碼也忘掉那該怎辦!!<BR>4.郵局Visa金融卡,能透過網路做信用卡方式的繳費不能!!<BR>5.郵局Visa金融卡,有帳單沒有!!<BR>6.郵局Visa金融卡,有怎樣的理財方式!!<BR>7.郵局Visa金融卡,所使用的帳戶利率會較平時所使用的存戶還高還是低!!<BR>6.郵局Visa金融卡,跟一般信用卡的差異為何!!",8
572,1454049706011_F01,請問各位現在用的證券行手續費優惠相關問題,本人是使用台新證券<BR>最近發生許多鳥事情<BR>想跳到其他證券行來操作<BR>所以想請教一下各位大德所使用的證券行手續費上的優惠<BR>我個人都是使用手機證券APP在下單買賣<BR>希望銀行端與證券端同一家且都可以用手機的APP來查詢與操作<BR>另外由於開證券戶後要申請信用戶的門檻希望也能一併告知<BR>不曉得有沒有一開證券戶即能申請信用戶的<BR>如果這樣申請銀行端帳戶需存入多少金額(如50萬或100萬),8
633,1454348633864_F01,現金回饋 飛行里程 信用卡推薦,"目前個人每個月固定10多萬的刷卡，都是用郵局VISA的金融卡 ，因為沒有太多的回饋所以想辦信用卡<BR>花旗最高1.5% 但每年上限三萬<BR>澳盛是0.5%無上限 (目前看到最好的)<BR>至於飛行里程 <BR>澳盛銀行 飛行御璽卡 23NT/一哩 年費2016/6/30前優惠年費NT$1,800 VELOCE 貴賓室無限使用<BR>其他長榮的聯名卡 有貴賓室的都要25歲以上，也無法申請<BR>想請問大家 有沒有推薦的現金回饋 跟飛行里程卡 的推薦～謝謝",8
660,1454501419215_F01,辦信用卡的用途？,我不知道辦信用卡的用處到底是啥<BR>除了為了網路上買東西不得不辦<BR>沒辦法，有些網路沒辦法用郵局轉帳 沒辦法去7-11用ibon繳費 也沒有賣儲值點數卡 或是貨到付款<BR>像是google play，就是要你用信用卡扣款<BR>除此之外，為何要辦信用卡？<BR>特別是以前在網路購物興盛之前<BR>用現金就好啦，為何要用信用卡？<BR>好處是不用帶現金<BR>但值得為了不用帶現金，付出這麼大的代價嗎？<BR>1.用信用卡付款，等於銀行借錢給你，借錢就是要利息<BR>2.還要繳年費<BR>3.有被盜刷的風險，尤其是信用卡在網路購物，要是電腦有木馬<BR>偏偏信用卡沒有安全機制，像是郵局網路ATM至少要求晶片讀卡機，轉帳前有時候還會要求重新插拔卡片乙次確認<BR>卡號和後3碼，都是固定的，只要被盜，就完全被盜啦<BR><BR>為了不想帶現金<BR>讓銀行爽爽賺利息，爽爽賺年費<BR>天啊，又不是每天都在幾萬幾萬的消費<BR>才買一張高鐵票1千多元也在刷卡刷卡<BR>假設不出國，就只在台灣的人來說，我才不信身上放10張鈔票會有多重<BR>10張鈔票，1萬元，在國內出門在外都很夠用<BR>帶一張信用卡，對啊，刷了很爽，結果要被收利息，還要繳年費，平均下來一個月多付不知道多少錢<BR>紅利點數？傻傻的那些都是屁，算起來一點都不合<BR>又不是每個都卡神楊小姐還去算來算去<BR>說到底，除了被迫一定要用信用卡付費的項目以外<BR>辦信用卡要幹嘛？<BR>網路購物，大部分的都能ibon繳費 甚至貨到付款 超商取貨繳費<BR>少數服務非得辦卡不說<BR>但有些人也沒在用這些服務<BR>就只是不想帶現金在身上<BR>為了不想帶現金，忍受每年被銀行爽爽賺年費，每刷一筆錢還要被爽爽收利息<BR>然後刷太少還要付更多年費<BR>只為了不想帶現金在身上，每年被銀行爽爽幾萬幾萬賺嗎？,8
677,1454558102222_F01,信用卡被盜刷算誰的？,好奇問一下在台灣，通常是信用卡持有人要負責，還是銀行自己吸收損失？ 法律有沒有關於這方面的規定？,8
687,1454653419286_F01,水電瓦斯費和手機話費，信用卡推薦？,公司每月水電瓦斯費大概20幾萬，中華電信手機和市話通話費也是5-10萬左右<BR>請問有推薦的信用卡嗎？<BR>目前打算透明卡繳水電瓦斯，富邦數位生活卡繳中華電信通話費<BR>1) 目前知道透明卡有1-2％的回饋，但每月最高300，金額還是有點小，公共事業代繳，還有推薦的信用卡嗎?<BR>2) 富邦數位生活卡代繳中華電信，有2%(上限300元)+0.7％<BR>還有其他推建的卡別嗎？謝謝,8
731,1455172730056_F01,預售屋需貸款預計5月須跟銀行對保，但近3個月有信用卡費遲繳紀錄之聯徵影響?,"如題，首先我只能說自己太大意了，小弟有四家銀行信用卡，其中一家中國信託因為有開戶，都是自動轉帳，但其他3家因為網路繳款蠻方便的，一直都沒去辦自動轉帳繳款。 繳款提醒一直以來都是看GMAIL裡的電子帳單跟手機設提醒，然而年前工作實在有夠忙碌，出國出差加班甚麼都來，手機也因為更新不小心把資料給刪了，於是我Miss掉其中1張信用卡(永豐)2次的繳款期限，第1次晚了5天繳，隔一個月沒消費不用繳，再下個月有消費又晚了一周才繳款，客服人員都已經取消滯納金與循環利息。 另一張信用卡(花旗)則是有一次晚了2天，被罰了8塊錢，這些事都是近3個月發生的，然後小弟準備在今年5月與銀行進行對保，很擔心影響到貸款條件，所以上來跟大家請教，要鞭我也可以，自己也覺得很白癡，不缺錢還犯這種錯誤，很要不得!<BR>補充自身經濟條件:<BR>年收約1500k，是小公司非上市公司。 除了上述狀況並無其他不良紀錄，也無其他貸款或負債。 首購族，預售屋簽約金額是686萬，預計在六月完工前會繳完總價2成的工程款，我打算跟銀行貸八成。 <BR>以上，希望較有經驗的人給我意見參考，我年後會主動去找銀行談，但主要是這幾天想到這個事有點心神不寧，想說萬一真的貸不出來我預售屋要想辦法提早轉讓，不然怕會開天窗@@""",8
749,1455332066798_F01,請問那些信用卡在國外刷卡免手續費+刷1元也簡訊通知?,"小弟目前有3張卡<BR>1.新光VISA無限卡,不管刷多少都會簡訊通知<BR><BR>2.台中媽祖JCB普卡,網路刷卡不管多少也是會傳簡訊通知<BR>但是這兩張卡在國外刷卡會有1.5%手續費問題<BR>3.渣打優先理財VISA提款卡<BR>這張卡在國外刷台幣或外幣都沒有手續費,費率直接算店家請款日的VISA公告<BR>但是這張卡沒刷滿3千不會簡訊通知.<BR>請問有沒有一張國外刷卡免手續費+刷多少都會簡訊通知的信用卡呢?",8
753,1455373426537_F01,銀行推薦,大家的銀行帳戶都是如何選擇呢<BR>有兩家是之前實習公司匯款帳戶 但都不在家裡附近<BR>想找個家裡附近以後專門用~ 會拿來 買賣外匯 和 基金 <BR>另外也想用這間 申請個信用卡 可以累積紅利換機票的 <BR>有對於這些需求適合的銀行嗎<BR>家裡附近有 台灣銀行、彰化、華南、土地、合作金庫、聯邦、安泰、第一、渣打、台灣企銀<BR>謝謝^^,8
762,1455451963157_F01,網路帳單 信用卡 免年費,我想請問兩個問題<BR>匯豐信用卡 現金回饋白金卡 用網路帳單還需要年費嗎!?<BR>順便請問其他家有哪間用網路帳單就不需要年費阿!?<BR>感謝感謝再感謝,8
764,1455456317653_F01,信用卡拖吊汽車服務??,"最近問了一下富邦的信用卡,好像都要上個月有刷5000NT<BR>本月才免費拖吊,不知那家信用卡,沒有這項規定?<BR>還是有什麼方案?<BR>感謝",8
802,1455636243915_F01,玉山神速核卡,職業:醫療<BR>工作年資:1.6年<BR>年紀:26<BR>性別:女<BR>申請卡片:商務玉璽卡<BR>年收入:填1.1M<BR>提供財力:台銀1M定存 中信400k活存 恆生:50k港元活存 元大薪轉存摺 醫事人員證 醫院識別證<BR>進三個月是否申請:上海銀行<BR>持有下來銀行卡:<BR> 台銀155k<BR> 華南120k<BR> 中信150k<BR> 元大60k <BR> 恆生50k港幣(約200k臺幣<BR> 在從昨天收到上海的拒絕文以後(今天中午申請複審還是不給我過)我就直接打給我在玉山上班的朋友(信用卡中心還是什麼的有點忘了)<BR>把申請書 資料全部傳真給他結果兩個小時過去後就收到核卡簡訊中間完全沒有任何照會。。 收到簡訊以後過了不久朋友就打給我報核卡額度<BR>額度是我永遠永不到的<BR><BR><BR><BR><BR>600k<BR>我瞬間無言了。。雖然要三到五天才會收到卡不過下個月去香港外婆家因該用的到了@@<BR>Ps 各位前輩有遇過那麼快核卡的嗎@@?<BR>,8
832,1455798598772_F01,大陸線上支付一年的使用次數,2015年中，大陸使用線上支付的人次多達3億5900萬<BR>今天的新聞說的<BR>這個數字會不會太少<BR>台灣一年的信用卡刷卡次數可能也是4億人次左右<BR>在大陸應該還是用信用卡的人比較多吧<BR>我猜得,8
857,1455896445571_F01,初次辦信用卡,最近想要辦張信用卡來用，第一次辦不知道哪張比較優..<BR>請問各位前輩信用卡要辦哪一張比較好呢?,8
859,1455947650937_F01,"請問目前信用卡繳台電電費,有哪一張有現金回饋的呢 ...???","之前用花旗,現在花旗沒有了<BR>想換一張有信金回饋的卡",8
864,1455975565048_F01,跪求台新卡友大大能證實透過台新帳戶網銀轉帳能即刻恢復台新信用卡額度之說,"一般銀行信用卡使用該行帳戶進行網銀轉帳支付信用卡卡費,最快也要24小時才能恢復額度,<BR>但聽說現在使用台新帳號透過台新網銀app轉帳支付台新信用卡卡費可以「即時、立馬」恢復信用卡額度,<BR>有可能這麼快,這麼好康嗎??<BR>跪求能有台新卡友幫忙證實這項傳言<BR>感恩不盡",8
930,1456283341283_F01,請問COSTCO信用卡,各位大大好，<BR>這邊想請問一下，<BR>之前有辨過COSTCO會員(剛好在轉國泰之前)，<BR>目前會員資格也過期快半年了，<BR>想要續約，請問如果辨聯名會員信用卡，有比較優惠的方案可以推薦的嗎？<BR>感謝!!,8
950,1456332101478_F01,如何找到最佳的房貸利率？,敝人有一個問題想請教版上高人，一般而言在下都是先到網上試算房貸，再到有在銀行服務的親朋好友洽詢並辦理房貸！有沒有何種管道或高招能找到最佳的房貸配合銀行？假如可配合買理財產品與辦理信用卡時，最多可減少百分之幾的房貸利率？,8
