,id,title,content,cluster
2414,1461656502676_F01,這一隻有56塊...沒天理(腰斬都還嫌貴) 最近投資不順的請進...,提供空單標的!!!3685政翔 沒賺錢還大虧的股票做多是頭殼壞掉..趁現在還有56要空快空.....<BR>3685政翔跟F-茂林一樣都是做導光板一個有賺錢一個去年大虧 茂林股價居然還輸政翔 差價3~4塊~~<BR>今天3685政翔拉高就是最好的空點!!明天應該可收割!<BR>券資比持續攀升對於業績爛的股票跟本是送分題!!<BR>腰斬都還嫌貴吧!!<BR>今天還是背光模組類的股王還有天理嗎? https://tw.stock.yahoo.com/s/list.php?c=%ADI%A5%FA%BC%D2%B2%D5<BR>跟面板零組件股王還有天理嗎? https://tw.stock.yahoo.com/s/list.php?c=%AD%B1%AAO%B9s%B2%D5%A5%F3,0
2435,1461744562699_F01,VR,https://youtu.be/6urJejluX44<BR>沖著這影片，明天想買宏達電<BR>設備賣價雖說還不平價，但確實是有賣點,0
2469,1461859135148_F01,請問4/28下午1點半(2330)台積電最後1筆7355交易量的單?,股市新手<BR>請問4/28下午1點半(2330)台積電最後1筆7355交易量的單?是發生什麼事?這筆需要11億2千多萬啊，瞬間外盤(紅)交易量暴增?請問是搶明天反彈嗎?,0
2573,1462293677241_F01,代誌超大條。。請進來分析,1337 f－再生 業績面超優 為什麼股價站不住腳。。 一直盤跌 今天融券大增600多張 後市是要續跌呀？ 我會關心這檔 是因為有買 。。輸怕了。。。。。 一買就套 明天肯定又被殺。。。。。怎麼辦？,0
2633,1462453015804_F01,大盤明天反彈,8K紅內褲暗示，大盤明天反彈，準備好現金買,0
2660,1462525034168_F01,最後一隻羊的故事,買跌<BR> 保證不會買在最高點<BR> 買紅<BR> 小心最後一隻老鼠<BR> 說一真實故事<BR> 最後一隻羊<BR> 某年<BR> 中和賣大樓?21元<BR> 股價天天跳空漲停<BR> 買都買不到<BR> 一個人在64元跳空漲停早上<BR> 掛64元漲停價買進8張<BR> 心想<BR> 應該也買不到吧<BR> 然後去上班<BR> 回家一看電腦<BR> 傻了<BR>8張全買到<BR> 而且收跌停板<BR> 故事還沒完喔<BR> 明天又跳空跌停板<BR> 好像到43員才打開<BR> 要賣不賣你自由<BR> 主力賣完了,0
2738,1462790892622_F01,鴻海 怎麼連跌好多天???,怎麼辦? 我一買就被套 73.9 一張 <BR> 然後消息面 今天又爆料 夏普 財報超爛的 ........... <BR> 完蛋了 ........會不會明天一開盤 又重挫 ???<BR> 我辛苦的錢.... 又要當別人的提款機????<BR> 01 高手 尤其是8K大 就幫我解惑好嗎??,0
2743,1462809011164_F01,光洋科,"明天打入全額交割股,偷賣黃金之事持續延燒,金害!",0
2777,1462932263139_F01,明日((5/12晚上7:00))凱基內湖分公司期貨講座,各位投資人 大家好:<BR>明天(5/12晚上7:00)凱基內湖分公司<BR> 有一場期貨講座<BR> 內容主題為 利用大數據對選擇權進行關鍵佈局<BR> 歡迎大家踴躍報名<BR> 若要開戶，或優惠的手續費也歡迎洽詢來電<BR> 欲報名請來電02-2793-8901、0956356396 劉先生<BR> 或是留言報名,0
2797,1462966385409_F01,F-TPK 哇...........看過來,F-TPK 哇........... 早盤翻紅 ... 上漲1塊多 我就買下去 <BR>結果...收盤下挫 2塊多 .............. 不適帶量上攻 就追下去 又加上昨天收紅 <BR> 我的信心百分百......... 結果 每次都當大戶的提款機........... ???<BR> 怎麼半??? 明天開盤 要認賠殺出嗎???,0
2828,1463043951671_F01,來聊聊明天的MSCI影響,"明天清晨這一季的權重就公佈了<BR>新聞多半都是調降的報導居多<BR>這陣子列入MSCI中的股票幾乎都被修正了不少<BR>不知道明天公佈真的是調降比例<BR>這些股票還會被修正嗎?還是短期的利空出盡了<BR>我是有壓了一支股票做空,但又感覺上跌不下去<BR>有點擔心耶!",0
2834,1463058186490_F01,請問一下融資問題,今天5/12券商打電話給我，說維持率不足… <BR>那我明天5/13是否可以1.補錢給券商或2.在5/13盤中在融資一張補足維持率，這樣就不會被斷頭了嗎？這兩種方法是否可行？,0
2842,1463063704952_F01,聯發科明天暫停交易 有人知道怎麼了嗎,重大訊息待公布 聯發科明天暫停交易<BR>字體列印轉寄|plurkshare <BR>2016-05-12 21:41<BR>〔記者陳永吉／台北報導〕證交所表示，聯發科（2454）因有重大訊息待公布，該公司上市普通股自105年5月13日起暫停交易，以其為標的之上市認購（售）權證亦同時暫停交易。該公司將於前開重大訊息公布後，再申請恢復交易。,0
2844,1463067315465_F01,陸客買台股基金 最快明天可上路,"http://news.cnyes.com/Content/20160512/20160512193413000626017.shtml?c=tw_stock<BR>金管會主委王儷玲今天表示，有關大陸投資人買台股基金一案已送行政院，如果院長張善政今天批准，明天就可上路。<BR>金管會日前已預告修正「大陸地區投資人來台從事證券投資及期貨交易管理辦法」，開放大陸投資人來台買基金及外幣債券（國際板債券），並一併放寬QDII來台投資範圍。金管會主委王儷玲在金管會例行記者會中表示，金管會日前完成法規預告後，已將全案呈報行政院核定，今天就等院長批示，她認為行政院今天應該會批准。如果今天批准，明天就可上路。<BR>趕快開放陸客直接買賣台股,開戶無上限,投資金額無上限.<BR>台股上看3萬點.",0
2927,1463397598256_F01,3552營收更正,【時報-台北電】同致電子(3552)更正第一季及4月合併自結損益金額。原公告第一季合併營業利益為29億2159萬9000元，更正為5億8725萬5000元。原公告4月合併營業利益8億2963萬2000元，更正為1億6191萬7000元。原公告前4月合併營業利益37億5123萬2000元，更正為7億4917萬2000元。(編輯整理：李慧蘭)<BR>---------------------------------<BR>明天直接跳水??,0
2928,1463398616430_F01,TPK 哇。。自營大買,TPK 哇。。自營大買 外資小賣 好像要嘎空 要噴的感覺 還好。。我買了幾張 明天只要拉一塊 我就倒給外資好囉,0
2961,1463483901616_F01,終於 讓我壓對了..明天起....漲,TPK 我關茶好久 .... 終於大戶開始買 還好 我也有 <BR> 會不會明天起.............. 每天笑 科 科,0
2975,1463552315214_F01,我猜測明天會漲,明天會漲 70~120點<BR>為什麼呢？<BR>我天生樂觀<BR>,0
2981,1463561259855_F01,請問有關1525江申,請問有前輩高手在玩這檔嗎？<BR>只知道是汽車相關概念股，是裕隆集團的，有富爸爸的股票，<BR>今天的走勢剛好跟大盤相反，開高走低……<BR>今天跌的原因是什麼？跟明天的法說有關嗎？,0
2987,1463574872120_F01,寒舍明天轉上市,寒舍2739明天轉上市，不知大家怎麼看，只聽說他中籤率超級低。現在觀光業滿慘淡，看好它的股價一路狂飆嗎？,0
2991,1463578385523_F01,求問正在大便的老二,從明天開始，你壓漲還是跌?<BR>最近8K失準了，3K也是,0
3006,1463620655156_F01,"520前押寶，選擇權唯一一天大放送，put,call同時漲價",唯一一天大放送，做完記得烙跑。<BR>莊家今天坐地起價，雙邊都漲。<BR>唯一一天放送，明天後就回歸自然。,0
3025,1463644055038_F01,大家覺得明天520會跌破8000嗎?,大家覺得明天520會跌破8000嗎? 還是要看總統的演說內容有多少台獨的成分呢?,0
3034,1463659347146_F01,明天大早掛幾張來賣賣,明天大早掛幾張來賣賣<BR>演說完說不定會跌<BR>好緊張...<BR>要變天了,0
3035,1463661140170_F01,TPK 怎麼跟我想的不一樣?,為甚麼.... 早盤開紅 我加碼 追下去...但是 痛苦的又是我 <BR> 外資 有買 自營前幾天有買 今天小賣.....竟然跌1.4元 <BR> 然後 也有壞消息出來??? 還是明天一開盤 不管37 21 全力做空???<BR> 各位大大 你們的看法??????,0
3094,1463897089924_F01,27歲菲籍外國人，來台工作三年，累積資產破億財富自由,今天沒開盤，我們聽聽小故事！！<BR>這是我最近聽到的一個真實故事，有天去拜訪一個久違的長輩<BR><BR>他說他們家對面的８０幾歲高齡老先生，老先生是榮民，<BR>膝下沒子女，但有土地，所以資產破億，三年前結婚<BR>娶外籍新娘，那個外籍新娘也很酷，每天控肥肉給老先生吃，<BR>吃三年就掛了，現在繼承完畢，又年輕又有錢，<BR><BR>讓我想到巴黎雙師案，何必在咖啡裡下藥呢？<BR>合法的燉控肉，又肥又大塊，工作三年，年薪超過三千萬<BR>時間拉長一點，又不犯罪，好勵志的故事！！<BR>看完這個故事：我忍不住唱了這首歌<BR>我拿青春賭明天，你用真情換此生<BR>雖然不知人間，多少的憂傷，何不瀟灑走一回,0
3135,1464005947683_F01,元大 歐洲 與 日本 ETF,明天開始募集<BR>我營業員要我買 還說可以先幫我出錢.....<BR>BTW 大家對於此兩檔有何看法呢<BR>是否歐洲與日本都有上漲空間<BR>我只知道目前都在負利率~~~~,0
3156,1464074443727_F01,中鋼股東紀念品,剛看新聞才知道明天可以領鈦碗<BR>但是我有10張的中鋼和中鴻以及零股中鋼小朋友們阿帳戶<BR>都沒收到股東通知書<BR>先在要如何處理<BR>不知道還領得到嗎？,0
3205,1464165210308_F01,宏達電真威阿!,"上周大家無比的絕望唱衰宏達電<BR>這周股票就漲翻天了<BR>有點後悔他宣布買庫藏股時沒買進60元左右<BR>等到今天71元才買進<BR>果然收盤漲停鎖死<BR>看了宏達電過往的線型,<BR>漲也是漲好幾天,跌也是跌好幾天<BR>這波起漲才剛開始<BR>不知道這次是否能突破百元<BR>有多空單的人自己稍微注意一下喔<BR>目前歐美持續大漲<BR>明天要在一根漲停<BR>應該還有望的",0
3326,1464524857612_F01,現在追日月光還來得及嗎,已經漲一大波了<BR>鎖漲停沒買到<BR>明天上車會剛好作頭被倒貨嗎<BR>還是一路上攻頭也不回呢,0
3354,1464604951630_F01,日月光 發飆了....,上星期5 鎖漲停 今天 爆量 12萬張多 外資買了6萬8千多張 <BR> 消息面 減資後 每股可望7元上下 ............. 蛙......... 這個價位 對我來說便宜啦 <BR> 還好我眼尖 發現到 我賠了10年 就看這一檔 今天小買 權證 明天起 梭哈 權證 <BR> 趕快來去找錢............ 賠這一次 如果在看錯......... 我真的 真的 真的 <BR> 退出股市 @@~,0
3360,1464618415225_F01,明天台股修正了，我先殺進場!!,修正不太可能直接開低，<BR>會先小拉高再出現賣壓，<BR>8480~8500是不錯的位置<BR>今晚睡前我會過目一下自選股，<BR>明天開盤一出現恐慌性賣壓，<BR>就是我要拿調度金來護價的時候了<BR>看來這次台股要玩真的了，<BR>連我差點都跳車，<BR>但我怎麼可能輕易跳車，<BR>只是換車<BR>,0
3395,1464694249814_F01,台股爆大量...意思是???,明天一開盤 往上噴的意思嗎?? <BR> 哪麼我的日月光 有救了呀???,0
3406,1464715623337_F01,除權息之後的價格,比如今天的中信金價格17.15<BR>如果明天就要除權息了，明天的價格會如何呢？<BR>大概會多少？像這種會有固定的公式嗎？<BR>先謝謝各位唷,0
3433,1464776766184_F01,8K大..幫我分析一下台積電好嗎?,早盤..看權值股都動了 忍不住 追了台積電 <BR> 預估 明天要再加碼??? <BR> 8K大 你的看法??????,0
3440,1464793155126_F01,ua狂跌～有大大知道發生什麼事了嗎～～～,台灣某隻ua概念股今天被外資賣光光一隻不剩～<BR>晚上ua就暴跌～估計明天台灣的也好不到哪去了<BR>內線消息....明天慘了,0
3465,1464866068526_F01,8k大……幫小弟分析看看4417的金州,早盤.忍不住 追了4417的金州<BR>預估 明天要再加碼??? <BR>8K大 你的看法??????,0
3481,1464936027547_F01,明天台股有開盤嗎？6/4號,明天台股有開盤嗎？6/4號<BR>明天台股有開盤嗎？6/4號,0
3539,1465186415265_F01,哇。。。開低走開 我追了 然後。。。。,空了台積電 權證。。。。。。我的看法。。。。明天起 多頭 逃命波。。。。,0
3724,1465817483072_F01,明天台股恐強彈!!,今天很多個股都跌的太委屈了，<BR>這黑手不簡單，<BR>但究竟是誰<BR>為什麼?<BR>因為台股一片慘綠，<BR>卻跌不到200點，<BR>我只能說這是在甩轎，<BR>去年的我可能會認賠，<BR>今年的我早就平常心。<BR>明天，<BR>值得期待,0
3755,1465912931885_F01,10年股票市場打滾 明天必。。。,預測明天開小高 拉回 之後在往上衝 大盤帶動 權值股 起碼漲50點以上 重點是。。。中信金 權證我要落跑 順便報一支 上看百元股 我的10年股市打滾經驗 但。。現在不能買 太高 拉回在買 目前主力還沒跑。。4984 f-科納 但 漲跌幅很大 不保證獲利 安全買點在40~45元之間 有賺錢 希望捐一些些 幫助社會大眾,0
3772,1465984238395_F01,華亞科 大分析加 大盤分析,華亞科 自營商 賣10萬多張 投信賣6千多張 重點在 外資買5萬多張 8大行庫買8千多張。。。。 意思是明天開紅 就空嗎？？ 大盤 我個人看法 明天一拉高 全力空 台灣50 明天逃命。。 要修正了,0
3841,1466176887903_F01,光靠技術分析可以準確預測大盤走向跟點數嗎？,這邊有很多長年的投資者，<BR>我想請問的是，<BR>真的可能靠歷史走勢等等的技術分析，<BR>分析出明天或是未來大盤走勢甚至漲跌點數，<BR>例如說明天開始會跌到xxxx點位，又或是漲到xxxx點位為止?<BR>小妹沒有貶損的意思，<BR>但是整體看來有點像是看賭俠系列電影才有的情節，<BR>技術分析真的可以做到預測未來?,0
3898,1466417121759_F01,歐股暴漲,脫歐公投有譜了?<BR>還是這件事差不多要結束了.<BR>我只知道美股應該會大漲，<BR>如果美股也跟著漲，<BR>明天看台股能不能順便受惠,0
3899,1466419075180_F01,今天沒買台股...你後悔了嗎???,我的看法....明天一開盤 起碼百點起跳 ...... <BR> 還好 我買了雞雞店 權證 會不會大賺 拭目以待 ????,0
3914,1466487350775_F01,主力鎖碼股,3642 有其他版喊空。。結果連鎖漲停2支 明天起續飆 我的看法,0
3964,1466597151109_F01,空了 強勢股 誰比我猛,台灣50 空 權證 明天看情形 搞不好梭哈 3236千如 空 反正不補 放個3個月 看誰是贏家 有照片,0
3981,1466664539014_F01,"糗大了,這個時間點我竟然台指多單留倉....","脫歐公投+27日台積除權息在即,原本應該平倉空手觀望到下周一才對....<BR>碰巧尾盤拉回時時沒及時停損出場...<BR>碰巧明天一整天都會很忙,所以無法即時盯盤...<BR>重點是今天中邪般的做多在山頭8523點.....<BR>令小弟我有一種在和全世界為敵的感覺......<BR><BR>",0
3982,1466668178053_F01,聽說賣70萬台?,"研調：SONY今年VR贏家 Vive出貨70萬組<BR>明天要搶了, 雪紅喊百萬",0
3983,1466668179643_1_F01,投票: 明日英國脫歐公投結果對股市走向預測,"明天英國脫歐公投結果就會出來了<BR>很好奇大家對公投結果後股市漲跌的看法<BR>A. 英國確定脫歐<BR> 1. 利空出盡 全球股市往上噴出<BR> 2. 利空 全球股市往下噴出<BR>B. 英國確定留歐<BR> 3. 利多出盡 全球股市往下噴出<BR> 4. 利多 全球股市往上噴出<BR> 5. 不管脫歐留歐，全球股市一池死魚，繼續盤整~<BR>我選3 理由. 股市從上週到今日已經狂拉一段,確定留歐利多正讓主力出貨,但往下噴出時間會是下週<BR>統計至14樓,目前選項3、4暫時領先!<BR>選項 得票率<BR>1. 10%<BR>2. 10%<BR>3. 30%<BR>4. 30%<BR>5. 20%",0
3995,1466696093626_F01,華航 明天會跌停板嗎？,華航好像不太行了，明天開始連續跌停板幾支呢？,0
4012,1466740117667_F01,為什麼台股列車往南開.....,真的搭錯方向了啦...<BR>現在跳車肯定會摔死!<BR>司機可以麻煩明天停車嗎<BR>難怪從昨天到現在車廂只有我一個人.<BR>原來大家都換車廂了,0
4126,1467009364580_F01,嘎空飆股。。發威了,2498 宏達電 有夠猛。。。我追了 但。。。。是 放空拉 救人呀 。。保佑明天重挫 讓我補空單。。。。。。 趕緊來去廟裡 燒香 拜佛,0
4143,1467043325902_F01,6.27今晚歐美再度跳水，未來台股是否會走出自己的一片天呢？,歐美再度跳水了，明天台股不知會如何反應，大家一直都說安拉，有雞精頂著，但......拉的又不是你的股票，而且總不可能無限制買下去!!!,0
4164,1467109240672_F01,好像大家空前矚目明天的摩台結算耶!?,"往年除了海期戶,根本沒人在鳥摩台結算的.....(這幾天連歐台指都有人在討論指數...)<BR>但這次好像大家空前矚目明天的摩台結算耶!?<BR>空軍現在的思維:沒事,外資拉到稱摩台結算而已....還是要崩的<BR>但如果明天沒崩,應該是會軍心大亂....!?<BR><BR><BR>但別忘了07台指的真正結算日是7/20吧......",0
4166,1467119232642_F01,宏達電 讓人又愛又恨,這支股性 很奇怪 上一波 飆到136 然後回檔到86左右 我重壓。。就開始重挫 然後心情差到不行 。。。。。 然後 這次不一樣了 我學聰明了 改放空。。結果 被嘎到嚇嚇叫 害我明天開盤後 又要殺出。。。。光輸掉的錢 可以買愛瘋10多台。。。。 神呀 幫幫我 明天下跌就好 少賠就是賺。。。。 要退出股市一陣子 決定來去閉關 看能不能領悟8k大 投析,0
4351,1467687651551_F01,可寧衛明天除息10元，大家會參加嗎,如題，現在股價180，明天除息10元，是否值得參加呢,0
4429,1467885286125_F01,透析 8916光隆,目前持有8916光隆90張，明天除息3元，<BR>8/12入帳，謎樣股<BR>,0
4431,1467886011586_F01,傑克8000大哥竟然被鎖了，01理財將陷入無趣無聊了。,大哥好冤阿~等著看粉絲們四處無聊了。<BR>01理財發文回覆率絕對降87%以上。<BR>無聊了無聊了無聊了無聊了無聊了無聊了無聊了~<BR>大哥60天後您要再次回歸01帶領我們迎接萬點。<BR>明天大盤將要噴出了，懂嗎?<BR>明天大盤將要噴出了，懂嗎?<BR>明天大盤將要噴出了，懂嗎?<BR>傑克家族開盤要全力做多了~<BR>做空的小心了，明天開始嘎死你們。<BR>,0
4433,1467892585163_F01,jacky8000大對01而言真的很重要！！,Jack8000對於廣大01會員們而言真的很重要！<BR>連被停權都這麼恐慌，明天慶祝一天放颱風假，小弟我很佩服，他真的很神，以此篇紀念那些年我們一起炒股的jacky8000!!,0
4467,1468057191070_F01,話說明天要選舉了 投票結果會日本經濟造成什麼影響呢,話說上禮拜五因為颱風沒把股票全清掉<BR>不知道日本明天選舉 會不會在送上黑天鵝<BR>個人覺得日本選舉應該比英國脫歐重要?<BR>不知道大家怎麼看,0
4482,1468129956659_1_F01,三商美邦申請保險理賠,剛拿家人的開刀診斷證明跟收據準備申請保險理賠，業務員拿保險金申請書給我，要我家人簽名，然後約明天要在拿給他，他說明天晚上不行，要用寄的，原因是明天中午過後要北上準備出國，那我不想用寄的，明天早上我時間上不行，他說不然等19號他回來，我在看時間行不行時，他說不然請他同事幫忙拿，我同意，之後拿開刀證明跟收據給他時，他看了一看，說有健保給付，沒多少嘛！<BR>那我家人付保費，現在申請我家人應該申請的，有什麼不對嗎？事先循問如何申請理賠時，也沒說另外要簽保險金申請書，這都可以提早處理好吧，快出國了才在說沒時間，出國關我什麼事，把該做的的先做好會有這個問題發生？,0
