id,label
7987,2
8016,2
8158,1
8159,1
8182,2
8237,2
8326,1
8461,2
9119,2
9225,2
9352,2
9354,2
120,1
129,2
138,1
205,2
241,2
264,1
312,1
376,2
439,1
490,1
680,1
821,0
842,1
884,2
923,2
941,0
942,2
944,2
1048,0
1065,1
1083,1
1128,1
1141,1
1271,0
1343,1
1478,2
1554,1
1605,2
1620,1
1680,1
1819,1
1861,0
1893,1
1944,1
2018,1
2033,1
2175,0
2188,2
2190,1
2191,2
2206,1
2261,1
2302,0
2339,0
2399,1
2477,1
2919,1
2976,1
3040,2
3041,1
3053,1
3156,2
3163,2
3164,2
3167,2
3170,2
3177,1
3232,1
3249,1
3287,1
155,0
188,0
268,0
274,0
400,0
414,0
515,0
530,0
559,0
641,0
655,0
661,0
664,2
799,0
822,0
853,0
855,0
868,0
871,0
887,0
922,0
967,0
999,0
1010,0
1047,0
1084,0
1115,2
1127,0
1149,0
1202,2
1302,0
1310,0
1317,0
1328,0
1347,0
1490,0
1538,0
1559,0
1582,0
1586,0
1624,0
1646,0
1647,0
1650,0
1653,2
1657,0
1658,0
1665,0
1667,0
1668,0
1684,2
1720,0
1741,2
1744,0
1746,0
1763,0
1782,2
1786,0
1787,0
1789,2
