id,label
1468320064243_F01,1
1460724004874_F01,1
1512529317070_F01,2
1452047902289_F01,1
1457277342717_F01,1
1457856512919_F01,1
1462714203336_F01,1
1505358907271_F01,1
1522340288913_F01,1
1488643133319_F01,1
1461555651968_F01,1
1493627168330_F01,1
1546138337323_F01,0
1472820374565_F01,1
1469190349863_F01,1
1468663699033_F01,1
1498786979252_F01,1
1523958249339_F01,1
1469809361937_F01,1
1544645258822_F01,1
1542709368787_F01,1
1537262058187_F01,1
1481715991890_F01,1
1460383161784_F01,1
1501990514995_1_F01,1
1538320879865_F01,1
1467265040483_F01,1
1520343189802_F01,1
1522138635638_F01,1
1459986073592_F01,1
1462431245581_F01,1
1463022265070_F01,1
1458533089065_F01,1
1539204272511_F01,1
1510773102412_F01,1
1515639614387_F01,1
1464228741384_F01,1
1477655031487_F01,1
1472031122386_F01,1
1487329869369_F01,1
1479913915805_F01,1
1497271763698_F01,1
1479004249044_F01,1
1522655340532_F01,1
1492963009864_F01,1
1487056966666_F01,1
1509624922954_F01,1
1544520943186_F01,1
1457422215297_F01,1
1500538687474_F01,1
1480982745005_F01,1
1453439592348_F01,1
1504528086261_F01,1
1513428233326_F01,1
1523238122784_F01,1
1471442443269_F01,1
1453330635463_F01,1
1455896445571_F01,1
1545371736773_F01,1
1516099634128_F01,1
1472568215482_F01,1
1469973286526_F01,1
1503318650674_F01,2
1531927375343_F01,2
1491784063292_F01,2
1456657047881_F01,1
1478620390962_F01,1
1532591806674_F01,2
1468227209961_F01,2
1497803008917_F01,2
1493282447478_F01,2
1486398743271_F01,1
1492944905280_F01,2
1457764319862_F01,0
1517286707272_F01,1
1456195237954_F01,1
1492847675470_F01,2
1544411163641_F01,0
1529938646756_F01,2
1465048811857_F01,2
1520922085593_F01,1
1510393991867_F01,2
1464248651893_F01,0
1522114580568_F01,2
1469076869482_F01,2
1471266484929_F01,0
1466514469287_F01,1
1513131450617_F01,2
1471560392015_F01,1
1455891878576_F01,2
1452183473568_F01,2
1471315247816_F01,1
1525673137088_F01,2
1520308332228_F01,0
1478307388176_F01,2
1534853071219_F01,2
1471437079744_F01,2
1525852353898_F01,1
1468600711746_F01,0
1471626139161_F01,0
1492698330964_F01,2
1509766705851_F01,0
1490345052593_F01,1
1513870845059_F01,0
1520512933821_F01,2
1461839202417_F01,1
1544534553718_F01,2
1503249572013_F01,1
1462373860350_F01,2
1491994552737_F01,1
1465484492006_F01,2
1525961289295_F01,1
