,id,label,post_time
32,1457621871361_PTT02R,1.0,2016/3/10 22:54:48
33,1457746109502_PTT02R,1.0,2016/3/12 09:23:50
34,1457918504485_PTT02R,2.0,2016/3/14 09:21:10
35,1458094011460_PTT02R,1.0,2016/3/16 09:56:10
36,1458272445907_PTT02R,1.0,2016/3/18 11:35:25
37,1458273097702_PTT02R,2.0,2016/3/18 11:40:33
38,1458290478918_PTT02R,0.0,2016/3/18 16:37:11
39,1458636065076_PTT02R,0.0,2016/3/22 16:36:07
40,1458660655784_PTT02R,1.0,2016/3/22 23:22:58
41,1458817709028_PTT02R,1.0,2016/3/24 18:57:52
42,1459225973286_PTT02R,1.0,2016/3/29 12:27:17
43,1459323309462_PTT02R,1.0,2016/3/30 15:25:36
44,1459422612232_PTT02R,1.0,2016/3/31 19:03:50
45,1459955041495_PTT02R,1.0,2016/4/6 22:53:26
46,1460101149641_PTT02R,1.0,2016/4/8 15:29:43
47,1460290568542_PTT02R,2.0,2016/4/10 20:09:32
48,1460440589845_PTT02R,2.0,2016/4/12 13:47:42
49,1460466062032_PTT02R,0.0,2016/4/12 21:00:45
50,1460475021725_PTT02R,1.0,2016/4/12 23:25:13
51,1460531006118_PTT02R,2.0,2016/4/13 15:00:48
52,1460551413567_PTT02R,0.0,2016/4/13 20:35:46
53,1460854895871_PTT02R,1.0,2016/4/17 08:51:47
54,1460945778241_PTT02R,1.0,2016/4/18 10:13:17
55,1461080882731_PTT02R,2.0,2016/4/19 23:45:03
56,1461136051801_PTT02R,1.0,2016/4/20 15:02:26
57,1461214862733_PTT02R,0.0,2016/4/21 12:47:50
58,1461550824004_PTT02R,1.0,2016/4/25 10:18:43
59,1461650650825_PTT02R,1.0,2016/4/26 14:00:00
60,1461721714034_PTT02R,0.0,2016/4/27 09:38:18
61,1461940419509_PTT02R,0.0,2016/4/29 22:26:15
62,1462245668168_PTT02R,0.0,2016/5/3 11:17:45
63,1462458656891_PTT02R,2.0,2016/5/5 22:26:43
64,1462459961739_PTT02R,0.0,2016/5/5 22:46:19
65,1462508466555_PTT02R,1.0,2016/5/6 12:15:41
66,1462541279217_PTT02R,0.0,2016/5/6 21:21:59
67,1462555788841_PTT02R,2.0,2016/5/7 01:22:24
68,1462975074353_PTT02R,0.0,2016/5/11 21:51:02
69,1463033046132_PTT02R,1.0,2016/5/12 14:00:00
70,1463110762337_PTT02R,0.0,2016/5/13 11:38:54
71,1463119803226_PTT02R,1.0,2016/5/13 14:00:00
72,1463122927206_PTT02R,0.0,2016/5/13 14:56:19
73,1463402404456_PTT02R,0.0,2016/5/16 20:36:02
74,1463555519217_PTT02R,1.0,2016/5/18 15:07:23
75,1464050253501_PTT02R,1.0,2016/5/24 08:30:00
76,1464159476419_PTT02R,2.0,2016/5/25 14:48:43
77,1464309355605_PTT02R,1.0,2016/5/27 08:31:32
78,1464632524327_PTT02R,2.0,2016/5/31 02:12:57
79,1464683307351_PTT02R,1.0,2016/5/31 16:25:08
80,1464685185608_PTT02R,1.0,2016/5/31 16:54:13
81,1464871441355_PTT02R,2.0,2016/6/2 20:42:22
82,1465142950286_PTT02R,2.0,2016/6/6 00:01:16
83,1465280773380_PTT02R,0.0,2016/6/7 14:20:12
84,1465822001685_PTT02R,0.0,2016/6/13 20:35:21
85,1466080793445_PTT02R,0.0,2016/6/16 20:37:08
86,1466090849741_PTT02R,2.0,2016/6/16 23:27:22
87,1466435183076_PTT02R,1.0,2016/6/20 23:02:35
88,1466565072286_PTT02R,1.0,2016/6/22 10:58:47
89,1466719860463_PTT02R,2.0,2016/6/24 06:05:35
90,1466780692897_PTT02R,1.0,2016/6/24 23:03:52
91,1467011432422_PTT02R,0.0,2016/6/27 14:46:36
92,1467041493513_PTT02R,1.0,2016/6/27 23:13:19
93,1467357479288_PTT02R,2.0,2016/7/1 15:01:08
94,1467518594032_PTT02R,0.0,2016/7/3 11:53:25
95,1467704472838_PTT02R,2.0,2016/7/5 15:37:13
96,1467707826200_PTT02R,2.0,2016/7/5 16:18:17
97,1468169927709_PTT02R,0.0,2016/7/11 00:47:56
98,1468248670143_PTT02R,2.0,2016/7/11 22:35:08
99,1468563653170_PTT02R,2.0,2016/7/15 14:11:52
100,1468567194572_PTT02R,2.0,2016/7/15 14:56:12
101,1469113081897_PTT02R,1.0,2016/7/21 22:54:08
102,1469163451167_PTT02R,2.0,2016/7/22 12:43:24
103,1469196721461_PTT02R,1.0,2016/7/22 21:55:45
104,1469357774997_PTT02R,0.0,2016/7/24 18:38:22
105,1470308337512_PTT02R,1.0,2016/8/4 18:55:55
106,1470314646467_PTT02R,2.0,2016/8/4 20:38:57
107,1470361601335_PTT02R,0.0,2016/8/5 09:35:57
108,1470664091762_PTT02R,2.0,2016/8/8 21:40:56
109,1470708158994_PTT02R,1.0,2016/8/9 09:58:50
110,1470920222718_PTT02R,0.0,2016/8/11 20:50:37
111,1471265086539_PTT02R,0.0,2016/8/15 20:43:49
112,1471848857232_PTT02R,0.0,2016/8/22 14:47:18
113,1472223171571_PTT02R,1.0,2016/8/26 22:43:11
114,1472317340223_PTT02R,0.0,2016/8/28 01:00:26
115,1472474888714_PTT02R,2.0,2016/8/29 20:38:21
116,1472603975924_PTT02R,1.0,2016/8/31 08:30:00
117,1472652403572_PTT02R,0.0,2016/8/31 22:01:25
118,1473164242111_PTT02R,1.0,2016/9/6 20:02:21
119,1473404533749_PTT02R,0.0,2016/9/9 14:59:01
120,1473645745605_PTT02R,1.0,2016/9/12 06:04:17
121,1473749695343_PTT02R,0.0,2016/9/13 14:45:03
122,1474438557959_PTT02R,1.0,2016/9/21 14:01:41
123,1475153050783_PTT02R,0.0,2016/9/29 20:42:52
124,1475383541556_PTT02R,0.0,2016/10/2 12:28:53
125,1475825406358_PTT02R,2.0,2016/10/7 15:19:24
126,1475909636998_PTT02R,1.0,2016/10/8 14:42:15
127,1476684508190_PTT02R,1.0,2016/10/17 14:00:01
128,1476859862166_PTT02R,2.0,2016/10/19 14:44:44
129,1476881754585_PTT02R,0.0,2016/10/19 20:43:53
130,1477012246608_PTT02R,1.0,2016/10/21 09:07:53
131,1477036582855_PTT02R,2.0,2016/10/21 15:52:16
132,1477054494291_PTT02R,2.0,2016/10/21 20:42:04
133,1477217182772_PTT02R,1.0,2016/10/23 18:03:36
134,1477228781004_PTT02R,1.0,2016/10/23 21:04:52
135,1477289618997_PTT02R,1.0,2016/10/24 14:05:34
136,1477323402171_PTT02R,1.0,2016/10/24 23:23:08
137,1477400430114_PTT02R,2.0,2016/10/25 20:43:48
138,1477551657236_PTT02R,0.0,2016/10/27 14:56:06
139,1477637752740_PTT02R,0.0,2016/10/28 14:44:43
140,1477876624407_PTT02R,2.0,2016/10/31 09:07:37
141,1477998173833_PTT02R,2.0,2016/11/1 18:53:22
142,1477998174609_PTT02R,0.0,2016/11/1 19:01:13
143,1478069670978_PTT02R,0.0,2016/11/2 14:48:20
144,1478243384600_PTT02R,0.0,2016/11/4 14:55:53
145,1478314483131_PTT02R,0.0,2016/11/5 10:48:39
146,1478695147546_PTT02R,0.0,2016/11/9 20:35:00
147,1478862007684_PTT02R,1.0,2016/11/11 18:37:04
148,1479309328235_PTT02R,1.0,2016/11/16 22:59:04
149,1479324335380_PTT02R,1.0,2016/11/17 03:09:29
150,1479473631213_PTT02R,2.0,2016/11/18 20:38:23
151,1479711559298_PTT02R,2.0,2016/11/21 14:49:43
152,1479907614812_PTT02R,2.0,2016/11/23 21:08:44
153,1480402784039_PTT02R,2.0,2016/11/29 14:55:19
154,1480489155733_PTT02R,0.0,2016/11/30 14:45:59
155,1480674872535_PTT02R,2.0,2016/12/2 18:31:49
156,1481528822800_PTT02R,2.0,2016/12/12 15:38:30
157,1481555024308_PTT02R,2.0,2016/12/12 22:51:38
158,1481555025098_PTT02R,1.0,2016/12/12 22:52:17
159,1481720903213_PTT02R,2.0,2016/12/14 20:56:17
160,1481875507418_PTT02R,0.0,2016/12/16 15:59:47
161,1482248268702_PTT02R,1.0,2016/12/20 23:15:49
162,1482280378805_PTT02R,1.0,2016/12/21 08:30:00
163,1482822040583_PTT02R,0.0,2016/12/27 14:49:17
164,1482908039065_PTT02R,2.0,2016/12/28 14:46:56
165,1482930714292_PTT02R,0.0,2016/12/28 20:50:22
166,1482978680762_PTT02R,1.0,2016/12/29 10:29:47
167,1483426929038_PTT02R,2.0,2017/1/3 14:58:41
168,1483712211314_PTT02R,1.0,2017/1/6 21:51:08
169,1484104088786_PTT02R,2.0,2017/1/11 10:58:37
170,1484487843362_PTT02R,2.0,2017/1/15 21:37:07
171,1484986658926_PTT02R,1.0,2017/1/21 16:03:43
172,1485315820181_PTT02R,2.0,2017/1/25 11:28:05
173,1485440587174_PTT02R,0.0,2017/1/26 22:05:45
174,1486018763925_PTT02R,2.0,2017/2/2 14:37:50
175,1486388503362_PTT02R,2.0,2017/2/6 21:24:03
176,1486536564405_PTT02R,0.0,2017/2/8 14:44:31
177,1486554448025_PTT02R,2.0,2017/2/8 19:37:11
178,1486710286511_PTT02R,2.0,2017/2/10 14:42:54
179,1486946076269_PTT02R,1.0,2017/2/13 08:30:00
180,1487043994447_PTT02R,1.0,2017/2/14 11:24:23
181,1487057568717_PTT02R,2.0,2017/2/14 15:30:16
182,1487150532707_PTT02R,1.0,2017/2/15 17:05:08
183,1487468459139_PTT02R,2.0,2017/2/19 09:32:57
184,1487602851525_PTT02R,1.0,2017/2/20 22:53:04
185,1487966712296_PTT02R,0.0,2017/2/25 04:03:55
186,1488378103691_PTT02R,0.0,2017/3/1 22:17:00
187,1488460230409_PTT02R,2.0,2017/3/2 20:57:47
188,1488686481726_PTT02R,0.0,2017/3/5 11:46:43
189,1488760659157_PTT02R,1.0,2017/3/6 08:30:00
190,1488795027862_PTT02R,0.0,2017/3/6 18:00:50
191,1489113520859_PTT02R,0.0,2017/3/10 10:30:03
192,1489449409274_PTT02R,2.0,2017/3/14 07:47:02
193,1489500203442_PTT02R,1.0,2017/3/14 21:43:06
194,1489590497728_PTT02R,1.0,2017/3/15 22:58:51
195,1489726111092_PTT02R,1.0,2017/3/17 12:43:06
196,1489744322922_PTT02R,2.0,2017/3/17 17:40:13
197,1489823011753_PTT02R,1.0,2017/3/18 15:33:20
198,1489834739903_PTT02R,2.0,2017/3/18 18:55:03
199,1490282075315_PTT02R,1.0,2017/3/23 23:09:46
200,1490290491255_PTT02R,1.0,2017/3/24 01:19:48
201,1490359774413_PTT02R,2.0,2017/3/24 20:48:27
202,1490443901812_PTT02R,2.0,2017/3/25 19:55:01
203,1490615367424_PTT02R,1.0,2017/3/27 19:36:38
204,1490676432927_PTT02R,2.0,2017/3/28 12:45:18
205,1490684810969_PTT02R,2.0,2017/3/28 14:52:07
206,1490943361938_PTT02R,0.0,2017/3/31 14:50:22
207,1491203520173_PTT02R,0.0,2017/4/3 14:54:33
208,1491355605013_PTT02R,0.0,2017/4/5 09:07:16
209,1491397411161_PTT02R,2.0,2017/4/5 21:00:42
210,1491547606448_PTT02R,0.0,2017/4/7 14:45:24
211,1491804980171_PTT02R,1.0,2017/4/10 14:00:00
212,1491804984361_PTT02R,2.0,2017/4/10 14:06:49
213,1491890467095_PTT02R,0.0,2017/4/11 14:00:00
214,1491968607681_PTT02R,2.0,2017/4/12 11:36:06
215,1492003404751_PTT02R,0.0,2017/4/12 21:08:25
216,1492066790098_PTT02R,2.0,2017/4/13 14:42:39
217,1492165119231_PTT02R,2.0,2017/4/14 18:14:43
218,1492171695835_PTT02R,0.0,2017/4/14 19:59:25
219,1492495986486_PTT02R,1.0,2017/4/18 14:00:00
220,1492609064852_PTT02R,1.0,2017/4/19 21:25:33
221,1492668320746_PTT02R,2.0,2017/4/20 13:52:28
222,1492781314364_PTT02R,0.0,2017/4/21 21:11:24
223,1493080497893_PTT02R,1.0,2017/4/25 08:30:00
224,1493189862743_PTT02R,2.0,2017/4/26 14:41:43
225,1493207563877_PTT02R,1.0,2017/4/26 19:52:10
226,1493288226411_PTT02R,2.0,2017/4/27 18:05:41
227,1493546828247_PTT02R,2.0,2017/4/30 17:52:21
228,1493644087731_PTT02R,2.0,2017/5/1 21:02:44
229,1493827134886_PTT02R,0.0,2017/5/3 23:48:01
230,1493918171187_PTT02R,0.0,2017/5/5 01:14:57
231,1494055808028_PTT02R,2.0,2017/5/6 15:20:14
232,1494408318882_PTT02R,0.0,2017/5/10 17:23:40
233,1494507728250_PTT02R,2.0,2017/5/11 20:46:15
234,1494517494238_PTT02R,2.0,2017/5/11 23:41:28
235,1494692855787_PTT02R,0.0,2017/5/14 00:19:26
236,1495110823335_PTT02R,2.0,2017/5/18 20:24:58
237,1495178326220_PTT02R,0.0,2017/5/19 15:05:29
238,1495544055382_PTT02R,0.0,2017/5/23 20:44:58
239,1495710546423_PTT02R,2.0,2017/5/25 19:06:10
240,1495770730689_PTT02R,2.0,2017/5/26 11:44:09
241,1495875539819_PTT02R,0.0,2017/5/27 16:48:05
242,1495984444905_PTT02R,1.0,2017/5/28 23:09:19
243,1496059156460_PTT02R,1.0,2017/5/29 19:48:07
244,1496357274599_PTT02R,1.0,2017/6/2 06:31:12
245,1496732572511_PTT02R,0.0,2017/6/6 14:43:21
246,1496815454572_PTT02R,1.0,2017/6/7 14:00:00
247,1496818802342_PTT02R,2.0,2017/6/7 14:44:41
248,1496851510328_PTT02R,2.0,2017/6/7 23:46:52
249,1497250997983_PTT02R,0.0,2017/6/12 14:52:00
250,1497375906093_PTT02R,0.0,2017/6/14 01:33:16
251,1497454804663_PTT02R,1.0,2017/6/14 22:03:03
252,1498010211723_PTT02R,2.0,2017/6/21 09:44:16
253,1498027704334_PTT02R,2.0,2017/6/21 14:46:05
254,1498073893301_PTT02R,1.0,2017/6/22 03:31:52
255,1498611293937_PTT02R,1.0,2017/6/28 08:30:03
256,1498829719658_PTT02R,2.0,2017/6/30 20:53:05
257,1499399048083_PTT02R,1.0,2017/7/7 11:35:18
258,1499856148390_PTT02R,1.0,2017/7/12 18:23:14
259,1499948681355_PTT02R,2.0,2017/7/13 19:58:00
260,1500038130328_PTT02R,2.0,2017/7/14 21:03:54
261,1500987033810_PTT02R,2.0,2017/7/25 20:41:00
262,1501224953285_PTT02R,0.0,2017/7/28 14:51:44
263,1501246337274_PTT02R,1.0,2017/7/28 20:43:02
264,1501485227102_PTT02R,1.0,2017/7/31 15:06:19
265,1501819689986_PTT02R,0.0,2017/8/4 12:06:57
266,1501837771628_PTT02R,1.0,2017/8/4 16:48:21
267,1501858953938_PTT02R,1.0,2017/8/4 22:50:43
268,1502214352144_PTT02R,1.0,2017/8/9 01:25:54
269,1502675309144_PTT02R,1.0,2017/8/14 09:43:23
270,1502786077929_PTT02R,2.0,2017/8/15 16:19:05
271,1502956528232_PTT02R,2.0,2017/8/17 15:40:37
272,1502971522653_PTT02R,2.0,2017/8/17 19:57:21
273,1503106890888_PTT02R,2.0,2017/8/19 09:23:08
274,1503621354574_PTT02R,1.0,2017/8/25 08:30:09
275,1503798399336_PTT02R,0.0,2017/8/27 09:37:39
276,1504075731071_PTT02R,2.0,2017/8/30 14:48:15
277,1504529979182_PTT02R,2.0,2017/9/4 20:40:05
278,1504594045885_PTT02R,0.0,2017/9/5 14:43:30
279,1504750999025_PTT02R,1.0,2017/9/7 10:08:54
280,1504854292012_PTT02R,2.0,2017/9/8 14:49:21
281,1505135822770_PTT02R,2.0,2017/9/11 20:55:44
282,1505135824925_PTT02R,2.0,2017/9/11 21:04:44
283,1505436278094_PTT02R,2.0,2017/9/15 08:27:11
284,1505798899722_PTT02R,0.0,2017/9/19 13:07:22
285,1505812898426_PTT02R,1.0,2017/9/19 17:12:05
286,1505929954201_PTT02R,2.0,2017/9/21 01:20:50
287,1506262697094_PTT02R,1.0,2017/9/24 21:58:43
288,1506593739210_PTT02R,2.0,2017/9/28 17:11:24
289,1506653166635_PTT02R,2.0,2017/9/29 10:42:58
290,1506843355296_PTT02R,2.0,2017/10/1 15:33:58
291,1507164831150_PTT02R,2.0,2017/10/5 08:46:55
292,1507289602865_PTT02R,1.0,2017/10/6 19:19:52
293,1507304129753_PTT02R,1.0,2017/10/6 22:53:35
294,1507466140705_PTT02R,1.0,2017/10/8 20:28:10
295,1507726430071_PTT02R,0.0,2017/10/11 20:44:40
296,1507986205759_PTT02R,2.0,2017/10/14 20:52:49
297,1508322142587_PTT02R,2.0,2017/10/18 18:15:26
298,1508507748707_PTT02R,2.0,2017/10/20 21:52:37
299,1508661212998_PTT02R,1.0,2017/10/22 16:26:46
300,1509026881338_PTT02R,1.0,2017/10/26 22:00:39
301,1509200800010_PTT02R,1.0,2017/10/28 22:18:28
302,1509329286100_PTT02R,2.0,2017/10/30 07:48:54
303,1509772980158_PTT02R,0.0,2017/11/4 13:17:20
304,1509942392858_PTT02R,1.0,2017/11/6 12:17:16
305,1509955016514_PTT02R,2.0,2017/11/6 15:54:32
306,1510042650181_PTT02R,0.0,2017/11/7 15:57:17
307,1510062340519_PTT02R,2.0,2017/11/7 21:43:06
308,1510112900399_PTT02R,2.0,2017/11/8 11:46:20
309,1510115885224_PTT02R,1.0,2017/11/8 12:34:22
310,1510146592992_PTT02R,2.0,2017/11/8 20:51:24
311,1510152078559_PTT02R,2.0,2017/11/8 22:32:57
312,1510279910728_PTT02R,1.0,2017/11/10 09:59:31
313,1510652315906_PTT02R,2.0,2017/11/14 17:28:57
314,1510736499262_PTT02R,0.0,2017/11/15 16:26:57
315,1511026624818_PTT02R,1.0,2017/11/19 01:15:33
316,1511445290647_PTT02R,1.0,2017/11/23 21:33:39
317,1511569764995_PTT02R,2.0,2017/11/25 08:18:52
318,1511748880861_PTT02R,2.0,2017/11/27 10:00:14
319,1511782591379_PTT02R,0.0,2017/11/27 19:20:42
320,1511835048659_PTT02R,2.0,2017/11/28 09:59:03
321,1511841447208_PTT02R,2.0,2017/11/28 11:46:23
322,1511918422466_PTT02R,2.0,2017/11/29 09:00:41
323,1511925795101_PTT02R,2.0,2017/11/29 11:05:13
324,1511971800177_PTT02R,2.0,2017/11/29 23:39:09
325,1512197227878_PTT02R,1.0,2017/12/2 14:42:22
326,1512543367687_PTT02R,1.0,2017/12/6 14:46:53
327,1512629346030_PTT02R,0.0,2017/12/7 14:42:11
328,1512802138816_PTT02R,2.0,2017/12/9 14:43:34
329,1512877623500_PTT02R,2.0,2017/12/10 11:33:39
330,1512997484385_PTT02R,2.0,2017/12/11 20:47:19
331,1513097281133_PTT02R,1.0,2017/12/13 00:30:26
332,1513234140280_PTT02R,2.0,2017/12/14 14:44:28
333,1513577859999_PTT02R,1.0,2017/12/18 14:07:53
334,1513708310420_PTT02R,0.0,2017/12/20 02:26:46
335,1513948799152_PTT02R,2.0,2017/12/22 21:01:45
336,1514212805406_PTT02R,2.0,2017/12/25 22:20:07
337,1514738900057_PTT02R,1.0,2018/1/1 00:29:01
338,1514950494159_PTT02R,1.0,2018/1/3 11:10:29
339,1514970637225_PTT02R,2.0,2018/1/3 17:06:29
340,1515012227779_PTT02R,1.0,2018/1/4 04:40:15
341,1515046858762_PTT02R,2.0,2018/1/4 14:18:37
342,1515231538340_PTT02R,2.0,2018/1/6 15:59:08
343,1515588808701_PTT02R,1.0,2018/1/10 20:53:02
344,1516086074161_PTT02R,2.0,2018/1/16 14:55:44
345,1516196370951_PTT02R,1.0,2018/1/17 21:18:30
346,1516531205266_PTT02R,2.0,2018/1/21 18:29:21
347,1516607359376_PTT02R,1.0,2018/1/22 15:46:48
348,1516774232733_PTT02R,0.0,2018/1/24 14:00:00
349,1516860544481_PTT02R,1.0,2018/1/25 13:54:16
350,1516950331964_PTT02R,2.0,2018/1/26 15:00:03
351,1517133583900_PTT02R,0.0,2018/1/28 17:43:09
352,1517231467006_PTT02R,1.0,2018/1/29 20:59:18
353,1517411016162_PTT02R,1.0,2018/1/31 22:56:43
354,1517812120406_PTT02R,2.0,2018/2/5 14:10:30
355,1517816536245_PTT02R,2.0,2018/2/5 15:29:30
356,1517881650364_PTT02R,2.0,2018/2/6 09:31:34
357,1517887265415_PTT02R,0.0,2018/2/6 11:16:35
358,1518160533147_PTT02R,2.0,2018/2/9 14:55:07
359,1518177759924_PTT02R,1.0,2018/2/9 19:30:04
360,1518344089102_PTT02R,1.0,2018/2/11 18:00:12
361,1518747316144_PTT02R,2.0,2018/2/16 09:58:38
362,1519528864265_PTT02R,1.0,2018/2/25 11:18:54
363,1519573588973_PTT02R,1.0,2018/2/25 23:38:42
364,1519735285983_PTT02R,0.0,2018/2/27 20:21:59
365,1519743816591_PTT02R,1.0,2018/2/27 22:55:03
366,1519798622287_PTT02R,1.0,2018/2/28 13:54:59
367,1519888121952_PTT02R,0.0,2018/3/1 15:01:23
368,1519890025384_PTT02R,2.0,2018/3/1 15:18:58
369,1520087625083_PTT02R,1.0,2018/3/3 22:19:09
370,1520254413665_PTT02R,0.0,2018/3/5 20:35:20
371,1520405880225_PTT02R,0.0,2018/3/7 14:49:32
372,1520428183790_PTT02R,0.0,2018/3/7 20:48:25
373,1520514399042_PTT02R,2.0,2018/3/8 20:48:39
374,1520859041367_PTT02R,0.0,2018/3/12 20:44:26
375,1520908681527_PTT02R,1.0,2018/3/13 10:18:31
376,1521046070502_PTT02R,1.0,2018/3/15 00:19:34
377,1521122878742_PTT02R,2.0,2018/3/15 21:52:33
378,1521124378256_PTT02R,2.0,2018/3/15 22:14:46
379,1521129884737_PTT02R,1.0,2018/3/16 00:02:15
380,1521505452792_PTT02R,2.0,2018/3/20 08:15:09
381,1521550082125_PTT02R,2.0,2018/3/20 20:46:46
382,1521678361799_PTT02R,2.0,2018/3/22 08:07:06
383,1521692480457_PTT02R,0.0,2018/3/22 12:20:24
384,1521768881953_PTT02R,2.0,2018/3/23 09:13:15
385,1522201398956_PTT02R,2.0,2018/3/28 09:30:42
386,1522334172253_PTT02R,2.0,2018/3/29 22:34:17
387,1522372523555_PTT02R,1.0,2018/3/30 08:57:59
388,1522501282824_PTT02R,2.0,2018/3/31 20:48:10
389,1522648904546_PTT02R,1.0,2018/4/2 14:00:00
390,1522653067087_PTT02R,0.0,2018/4/2 15:00:40
391,1522666427636_PTT02R,2.0,2018/4/2 18:35:28
392,1522673176476_PTT02R,0.0,2018/4/2 20:38:23
393,1522673186399_PTT02R,0.0,2018/4/2 20:39:35
394,1522747381671_PTT02R,0.0,2018/4/3 17:19:01
395,1523163959335_PTT02R,1.0,2018/4/8 12:49:24
396,1523163961552_PTT02R,1.0,2018/4/8 12:53:59
397,1523254108584_PTT02R,1.0,2018/4/9 13:53:07
398,1523278637756_PTT02R,2.0,2018/4/9 20:39:26
399,1523884260440_PTT02R,2.0,2018/4/16 20:59:54
400,1523936239259_PTT02R,0.0,2018/4/17 11:24:58
401,1523954920893_PTT02R,1.0,2018/4/17 16:16:23
402,1523956293787_PTT02R,0.0,2018/4/17 17:06:13
403,1524043958711_PTT02R,2.0,2018/4/18 17:16:27
404,1524142246766_PTT02R,2.0,2018/4/19 20:46:32
405,1524147923655_PTT02R,1.0,2018/4/19 22:04:39
406,1524205902226_PTT02R,0.0,2018/4/20 14:13:00
407,1524461844145_PTT02R,2.0,2018/4/23 13:13:48
408,1524654207133_PTT02R,0.0,2018/4/25 18:41:01
409,1525016171785_PTT02R,2.0,2018/4/29 23:32:34
410,1525312913378_PTT02R,0.0,2018/5/3 09:52:54
411,1525334107431_PTT02R,0.0,2018/5/3 15:54:19
412,1525355606150_PTT02R,1.0,2018/5/3 21:31:59
413,1525596700271_PTT02R,2.0,2018/5/6 16:43:54
414,1525677080067_PTT02R,0.0,2018/5/7 14:59:21
415,1525776415368_PTT02R,1.0,2018/5/8 18:41:49
416,1525781743933_PTT02R,1.0,2018/5/8 19:58:05
417,1525917790767_PTT02R,2.0,2018/5/10 10:02:46
418,1525958992329_PTT02R,2.0,2018/5/10 21:21:10
419,1526135677775_PTT02R,2.0,2018/5/12 22:19:38
420,1526353932286_PTT02R,2.0,2018/5/15 11:08:58
421,1526441185218_PTT02R,2.0,2018/5/16 11:21:52
422,1526536892733_PTT02R,1.0,2018/5/17 14:00:00
423,1526886655278_PTT02R,2.0,2018/5/21 15:06:46
424,1526913496163_PTT02R,1.0,2018/5/21 22:18:59
425,1526950875537_PTT02R,1.0,2018/5/22 08:58:43
426,1527166551772_PTT02R,2.0,2018/5/24 20:41:49
427,1527178277409_PTT02R,0.0,2018/5/24 23:56:25
428,1527491120663_PTT02R,2.0,2018/5/28 14:57:29
429,1527517520666_PTT02R,2.0,2018/5/28 22:21:32
430,1527578261784_PTT02R,0.0,2018/5/29 15:06:28
431,1527750195233_PTT02R,0.0,2018/5/31 14:58:06
432,1527768088681_PTT02R,1.0,2018/5/31 19:42:21
433,1527771753246_PTT02R,2.0,2018/5/31 20:43:06
434,1528259356134_PTT02R,1.0,2018/6/6 12:17:25
435,1528290094242_PTT02R,1.0,2018/6/6 20:44:13
436,1528442134710_PTT02R,0.0,2018/6/8 14:57:12
437,1528686837548_PTT02R,2.0,2018/6/11 10:55:26
438,1528714830150_PTT02R,0.0,2018/6/11 18:46:04
439,1528735226316_PTT02R,2.0,2018/6/12 00:23:39
440,1528864268222_PTT02R,0.0,2018/6/13 12:26:51
441,1529388442213_PTT02R,0.0,2018/6/19 14:04:08
442,1529412112027_PTT02R,0.0,2018/6/19 20:39:29
443,1529499242263_PTT02R,0.0,2018/6/20 20:37:46
444,1529560272853_PTT02R,2.0,2018/6/21 13:47:31
445,1529568820785_PTT02R,2.0,2018/6/21 15:54:20
446,1529922832397_PTT02R,2.0,2018/6/25 18:18:47
447,1529933244966_PTT02R,0.0,2018/6/25 21:20:05
448,1529976823905_PTT02R,0.0,2018/6/26 09:30:46
449,1529989619893_PTT02R,2.0,2018/6/26 12:54:41
450,1530031290293_PTT02R,2.0,2018/6/27 00:30:51
