,id,label,post_time
88,1487644065222_F01,2.0,2017/2/21 09:49:00
89,1512106355591_F01,1.0,2017/12/1 13:23:00
90,1521438513597_F01,1.0,2018/3/19 13:43:00
91,1491230718077_F01,2.0,2017/4/3 22:33:00
92,1505489805236_F01,1.0,2017/9/15 22:56:00
93,1492235002280_F01,1.0,2017/4/15 13:39:00
94,1515732214307_F01,1.0,2018/1/12 12:30:00
95,1472821979730_F01,1.0,2016/9/2 21:11:00
96,1535453782370_F01,1.0,2018/8/28 18:36:00
97,1545518490520_F01,1.0,2018/12/23 06:31:00
98,1496646014977_F01,1.0,2017/6/5 14:49:00
99,1522162010372_F01,1.0,2018/3/27 21:30:00
100,1463062777621_F01,1.0,2016/5/12 22:06:00
101,1479258594748_F01,2.0,2016/11/16 09:03:00
102,1475829540902_F01,1.0,2016/10/7 16:33:00
103,1503555390978_F01,1.0,2017/8/24 13:52:00
104,1497040110322_F01,0.0,2017/6/10 04:15:00
105,1542872248972_F01,1.0,2018/11/22 15:34:00
106,1517630300180_F01,0.0,2018/2/3 11:45:00
107,1451813939657_F01,2.0,2016/1/3 17:30:00
108,1528280929930_F01,1.0,2018/6/6 17:48:00
109,1506076850055_F01,0.0,2017/9/22 18:24:00
110,1467470612530_F01,2.0,2016/7/2 22:31:00
111,1473598975414_F01,1.0,2016/9/11 20:49:00
112,1524235454250_F01,0.0,2018/4/20 22:17:00
113,1539058061136_F01,1.0,2018/10/9 10:50:00
114,1504708063784_F01,2.0,2017/9/6 18:35:00
115,1466738342473_F01,1.0,2016/6/24 11:11:00
116,1454505014083_F01,1.0,2016/2/3 20:56:00
117,1463455311462_F01,0.0,2016/5/17 11:14:00
118,1512214727574_F01,1.0,2017/12/2 19:08:00
119,1461823018094_F01,1.0,2016/4/28 13:55:00
120,1544325718006_F01,1.0,2018/12/9 11:16:00
121,1516365923006_F01,1.0,2018/1/19 19:56:00
122,1466998678007_F01,2.0,2016/6/27 11:35:00
123,1531956056182_F01,1.0,2018/7/19 07:04:00
124,1540606751033_F01,0.0,2018/10/27 10:15:00
125,1540263256730_F01,0.0,2018/10/23 10:29:00
126,1500438971836_F01,0.0,2017/7/19 12:26:00
127,1468923860455_F01,1.0,2016/7/19 18:23:00
128,1495479557541_F01,1.0,2017/5/23 02:55:00
129,1528941893195_F01,0.0,2018/6/14 09:55:00
130,1543475682489_F01,0.0,2018/11/29 15:06:00
131,1536809647926_F01,1.0,2018/9/13 11:10:00
132,1517890238255_F01,0.0,2018/2/6 11:26:00
133,1503232478649_F01,0.0,2017/8/20 20:24:00
134,1534959631566_F01,0.0,2018/8/23 00:49:00
135,1477014728141_F01,1.0,2016/10/21 09:39:00
136,1466565662487_F01,0.0,2016/6/22 11:13:00
137,1476153647189_F01,0.0,2016/10/11 10:24:00
138,1489287643861_F01,1.0,2017/3/12 10:52:00
139,1496969071057_F01,1.0,2017/6/9 08:37:00
140,1511419385495_F01,1.0,2017/11/23 14:20:00
141,1474354018740_F01,1.0,2016/9/20 14:40:00
142,1544234800306_F01,0.0,2018/12/8 09:57:00
143,1523095982113_F01,1.0,2018/4/7 17:51:00
144,1454128021444_F01,2.0,2016/1/30 12:18:00
145,1489026778047_F01,1.0,2017/3/9 10:28:00
146,1461658245672_F01,1.0,2016/4/26 16:09:00
147,1542343004433_F01,0.0,2018/11/16 12:33:00
148,1480402373929_F01,2.0,2016/11/29 14:44:00
149,1481776350301_F01,2.0,2016/12/15 12:21:00
150,1500866508304_F01,1.0,2017/7/24 11:11:00
151,1505448086766_F01,1.0,2017/9/15 11:40:00
152,1457888456374_F01,2.0,2016/3/14 00:49:00
153,1543346154057_F01,1.0,2018/11/28 03:03:00
154,1545890865024_F01,1.0,2018/12/27 14:01:00
155,1495183318573_F01,1.0,2017/5/19 16:32:00
156,1460616938740_F01,2.0,2016/4/14 14:40:00
157,1458365689312_F01,0.0,2016/3/19 13:21:00
158,1503987200495_F01,1.0,2017/8/29 13:43:00
159,1534340353473_F01,2.0,2018/8/15 21:03:00
160,1545387982610_F01,1.0,2018/12/21 18:11:00
161,1484457053828_F01,1.0,2017/1/15 13:05:00
162,1541756194824_F01,1.0,2018/11/9 17:29:00
163,1497367003019_F01,1.0,2017/6/13 23:01:00
164,1532427527630_F01,1.0,2018/7/24 16:47:00
165,1533893244745_F01,1.0,2018/8/10 16:49:00
166,1459487546960_F01,0.0,2016/4/1 12:58:00
167,1524047705503_F01,1.0,2018/4/18 16:09:00
168,1532518993591_F01,1.0,2018/7/25 19:18:00
169,1535982669438_F01,1.0,2018/9/3 20:57:00
170,1463644934256_F01,1.0,2016/5/19 15:48:00
171,1455246526588_F01,1.0,2016/2/12 11:03:00
172,1530635507978_F01,1.0,2018/7/4 00:06:00
173,1469694294909_F01,1.0,2016/7/28 16:09:00
174,1529290069000_F01,1.0,2018/6/18 10:15:00
175,1522214342609_F01,1.0,2018/3/28 12:46:00
176,1458743803640_F01,1.0,2016/3/23 22:21:00
177,1530721014324_F01,1.0,2018/7/4 23:47:00
178,1462024500864_F01,2.0,2016/4/30 21:49:00
179,1465367585350_F01,1.0,2016/6/8 14:19:00
180,1523418932392_F01,1.0,2018/4/11 11:21:00
181,1534300989935_F01,2.0,2018/8/15 10:17:00
182,1522484498275_F01,1.0,2018/3/31 15:26:00
183,1529999941413_F01,1.0,2018/6/26 15:20:00
184,1491231636635_F01,1.0,2017/4/3 22:54:00
185,1525410847459_F01,1.0,2018/5/4 12:29:00
186,1508734338839_F01,1.0,2017/10/23 12:37:00
187,1508238798622_F01,1.0,2017/10/17 19:05:00
188,1468221934076_F01,1.0,2016/7/11 15:22:00
189,1482666313087_F01,2.0,2016/12/25 19:35:00
190,1531713595455_F01,1.0,2018/7/16 11:31:00
191,1472569106043_F01,1.0,2016/8/30 22:56:00
192,1510728359734_F01,1.0,2017/11/15 14:20:00
193,1509668957766_F01,2.0,2017/11/3 08:16:00
194,1509962688513_F01,1.0,2017/11/6 17:35:00
195,1512651547651_F01,1.0,2017/12/7 20:27:00
196,1544859604506_F01,1.0,2018/12/15 15:38:00
197,1481682066405_F01,1.0,2016/12/14 10:11:00
198,1544074255100_F01,1.0,2018/12/6 13:25:00
199,1467600791816_F01,1.0,2016/7/4 10:37:00
200,1537871761825_F01,1.0,2018/9/24 00:09:00
201,1519697793794_F01,1.0,2018/2/27 10:13:00
202,1517671708728_F01,1.0,2018/2/3 23:22:00
203,1484803344939_F01,1.0,2017/1/19 13:12:00
204,1459580996450_F01,1.0,2016/4/2 14:49:00
205,1459994393055_F01,1.0,2016/4/6 22:44:00
206,1525157123243_F01,1.0,2018/5/1 14:33:00
207,1513130119885_F01,0.0,2017/12/13 09:03:00
208,1477391407828_F01,0.0,2016/10/25 18:17:00
209,1505099394748_F01,1.0,2017/9/11 10:26:00
210,1467298301105_F01,1.0,2016/6/30 22:50:00
211,1489400089125_F01,1.0,2017/3/13 18:03:00
212,1544188015977_F01,1.0,2018/12/7 20:53:00
213,1491312599737_F01,2.0,2017/4/4 21:23:00
214,1509126331867_F01,1.0,2017/10/28 00:59:00
215,1468427883636_F01,1.0,2016/7/14 00:27:00
216,1537006236877_F01,1.0,2018/9/15 17:36:00
217,1479136323828_F01,1.0,2016/11/14 22:57:00
218,1502007605338_F01,1.0,2017/8/6 16:16:00
219,1528364672879_F01,1.0,2018/6/7 17:12:00
220,1496813340508_F01,1.0,2017/6/7 13:22:00
221,1515935444068_F01,1.0,2018/1/14 21:04:00
222,1478658225820_F01,1.0,2016/11/9 10:19:00
223,1518704086726_F01,1.0,2018/2/15 21:52:00
224,1532675775880_F01,1.0,2018/7/27 14:53:00
225,1529953491869_F01,1.0,2018/6/26 02:02:00
226,1462943842688_F01,1.0,2016/5/11 13:07:00
227,1541775145044_F01,0.0,2018/11/9 22:38:00
228,1537871758219_F01,1.0,2018/9/24 15:15:00
229,1539750207567_F01,1.0,2018/10/17 11:34:00
230,1518129778490_F01,1.0,2018/2/9 06:33:00
231,1540107375380_F01,1.0,2018/10/21 14:57:00
232,1531815756727_F01,1.0,2018/7/17 15:53:00
233,1533020118845_F01,1.0,2018/7/31 13:26:00
234,1470896668242_F01,1.0,2016/8/11 14:14:00
235,1463847702174_F01,1.0,2016/5/22 00:18:00
236,1485347433198_F01,1.0,2017/1/25 20:17:00
237,1456322275768_F01,1.0,2016/2/24 21:50:00
238,1510335652650_F01,1.0,2017/11/11 00:30:00
239,1501434219456_F01,1.0,2017/7/31 01:00:00
240,1530932552274_F01,1.0,2018/7/7 10:39:00
241,1527318411941_F01,1.0,2018/5/26 14:18:00
242,1480933327974_F01,1.0,2016/12/5 18:07:00
243,1543424476068_F01,1.0,2018/11/29 00:53:00
244,1532766382523_F01,1.0,2018/7/28 15:54:00
245,1546234632032_F01,1.0,2018/12/31 13:21:00
246,1508296388691_F01,1.0,2017/10/18 10:52:00
247,1463048340489_F01,1.0,2016/5/12 18:12:00
248,1545634514293_F01,1.0,2018/12/24 14:43:00
249,1492277372740_F01,1.0,2017/4/16 01:28:00
250,1516963059832_F01,0.0,2018/1/26 16:44:00
251,1521171171942_F01,2.0,2018/3/16 11:30:00
252,1515036624421_F01,2.0,2018/1/4 08:19:00
253,1507776525531_F01,1.0,2017/10/12 09:54:00
254,1495510242328_F01,0.0,2017/5/23 11:21:00
255,1476146332434_F01,2.0,2016/10/11 08:30:00
256,1507457026354_F01,1.0,2017/10/8 18:00:00
257,1467855572715_F01,0.0,2016/7/7 09:36:00
258,1542002776062_F01,2.0,2018/11/12 13:52:00
259,1536763970747_F01,0.0,2018/9/12 22:16:00
260,1543368613233_F01,0.0,2018/11/28 09:19:00
261,1489151617080_F01,2.0,2017/3/10 21:05:00
262,1479863259930_F01,1.0,2016/11/23 08:57:00
263,1545288377762_F01,0.0,2018/12/17 23:46:00
264,1541692332795_F01,1.0,2018/11/8 23:46:00
265,1508119069760_F01,2.0,2017/10/16 09:40:00
266,1511393341134_F01,2.0,2017/11/23 07:18:00
267,1494823384734_F01,2.0,2017/5/15 12:35:00
268,1467117388183_F01,1.0,2016/6/28 20:35:00
269,1477575776348_F01,1.0,2016/10/27 21:41:00
270,1498011411746_F01,0.0,2017/6/21 09:56:00
271,1531192334232_F01,0.0,2018/7/10 11:04:00
272,1513266799278_F01,2.0,2017/12/14 23:16:00
273,1532360121712_F01,0.0,2018/7/23 23:10:00
274,1467787930262_F01,2.0,2016/7/6 14:45:00
275,1465777984761_F01,1.0,2016/6/13 08:25:00
276,1525235409453_F01,0.0,2018/5/2 12:12:00
277,1515046492365_F01,2.0,2018/1/4 14:08:00
278,1532340220463_F01,1.0,2018/7/23 17:31:00
279,1484920442314_F01,1.0,2017/1/20 21:46:00
280,1525102541817_F01,0.0,2018/4/30 22:59:00
281,1530002171389_F01,0.0,2018/6/26 15:53:00
282,1474653118926_F01,1.0,2016/9/24 01:41:00
283,1503714993189_F01,0.0,2017/8/26 10:19:00
284,1478483977795_F01,1.0,2016/11/7 09:44:00
285,1541641014600_F01,2.0,2018/11/8 09:23:00
286,1503556641219_F01,2.0,2017/8/24 14:23:00
287,1543382158410_F01,2.0,2018/11/28 13:13:00
288,1527568978818_F01,1.0,2018/5/29 12:28:00
289,1454253290568_F01,1.0,2016/1/31 23:11:00
290,1537869490131_F01,2.0,2018/9/21 15:40:00
291,1504860036812_F01,2.0,2017/9/8 16:07:00
292,1522132810155_F01,2.0,2018/3/27 13:42:00
293,1482290255646_F01,1.0,2016/12/21 11:09:00
294,1496580455182_F01,1.0,2017/6/4 20:33:00
295,1468583545754_F01,1.0,2016/7/15 19:44:00
296,1462771110642_F01,2.0,2016/5/9 13:12:00
297,1476762523433_F01,1.0,2016/10/18 11:41:00
298,1462593597333_F01,1.0,2016/5/7 11:59:00
299,1491740782064_F01,1.0,2017/4/9 20:15:00
300,1494696257146_F01,1.0,2017/5/14 01:13:00
301,1505159782065_F01,1.0,2017/9/12 02:28:00
302,1529664629426_F01,1.0,2018/6/22 18:23:00
303,1508080994047_F01,1.0,2017/10/15 23:18:00
304,1484317719619_F01,1.0,2017/1/13 22:21:00
305,1535025278498_F01,1.0,2018/8/23 19:14:00
306,1501519810199_F01,1.0,2017/8/1 00:45:00
307,1514002358055_F01,1.0,2017/12/23 12:08:00
308,1541135049777_F01,1.0,2018/11/2 12:50:00
309,1500438039252_F01,1.0,2017/7/19 12:15:00
310,1470321506565_F01,1.0,2016/8/4 22:35:00
311,1523954103957_F01,1.0,2018/4/17 15:46:00
312,1460705984042_F01,2.0,2016/4/15 15:37:00
313,1530088022558_F01,1.0,2018/6/27 15:57:00
314,1542668797945_F01,1.0,2018/11/20 06:55:00
315,1453805875312_F01,1.0,2016/1/26 18:52:00
316,1461778448536_F01,1.0,2016/4/28 01:25:00
317,1456177186022_F01,1.0,2016/2/23 05:34:00
318,1500026052572_F01,1.0,2017/7/14 17:26:00
319,1498540478304_F01,1.0,2017/6/27 12:58:00
320,1467542257874_F01,1.0,2016/7/3 18:25:00
321,1466811521736_F01,1.0,2016/6/25 07:27:00
322,1472700477990_F01,0.0,2016/9/1 11:13:00
323,1455728058423_F01,1.0,2016/2/18 00:43:00
324,1489159815623_F01,0.0,2017/3/10 23:22:00
325,1523747336010_F01,1.0,2018/4/15 06:11:00
326,1488190544306_F01,1.0,2017/2/27 18:06:00
327,1530329100412_F01,1.0,2018/6/30 11:02:00
328,1514274209985_F01,0.0,2017/12/26 15:17:00
329,1527842563647_F01,1.0,2018/6/1 16:25:00
330,1467786112068_F01,1.0,2016/7/6 14:15:00
331,1516168599328_F01,2.0,2018/1/17 13:40:00
332,1474424247987_F01,1.0,2016/9/21 10:16:00
333,1498650447352_F01,1.0,2017/6/28 19:35:00
334,1475120435914_F01,0.0,2016/9/29 11:23:00
335,1456994990111_F01,1.0,2016/3/3 16:42:00
336,1487559666589_F01,1.0,2017/2/20 09:48:00
337,1512633957315_F01,1.0,2017/12/7 15:16:00
338,1472050914890_F01,1.0,2016/8/24 22:54:00
339,1519608956146_F01,1.0,2018/2/26 09:25:00
340,1488897806473_F01,1.0,2017/3/7 22:33:00
341,1463940362888_F01,1.0,2016/5/23 01:59:00
342,1478332703233_F01,1.0,2016/11/5 15:56:00
343,1498200697960_F01,1.0,2017/6/23 13:34:00
344,1510580869330_F01,1.0,2017/11/13 17:48:00
345,1503970488537_F01,1.0,2017/8/29 09:26:00
346,1492070377583_F01,1.0,2017/4/13 15:54:00
347,1457599404082_F01,2.0,2016/3/10 16:41:00
348,1457737224666_F01,1.0,2016/3/12 06:59:00
349,1488522614985_F01,1.0,2017/3/3 14:19:00
350,1470767133261_F01,1.0,2016/8/10 02:10:00
351,1528455087116_F01,1.0,2018/6/8 18:14:00
352,1493807218956_F01,1.0,2017/5/3 18:15:00
353,1485355645803_F01,1.0,2017/1/25 22:39:00
354,1457680481365_F01,1.0,2016/3/11 15:07:00
355,1496243566650_F01,1.0,2017/5/31 22:56:00
356,1501516159502_F01,1.0,2017/7/31 23:37:00
357,1465934481579_1_F01,1.0,2016/6/15 03:59:00
358,1535991088775_F01,1.0,2018/9/3 23:34:00
359,1468089466278_F01,1.0,2016/7/10 02:30:00
360,1478367816348_F01,1.0,2016/11/6 01:37:00
361,1540585397676_F01,1.0,2018/10/26 22:35:00
362,1460459479432_F01,1.0,2016/4/12 19:03:00
363,1517981213493_F01,1.0,2018/2/7 13:06:00
364,1536393483385_F01,1.0,2018/9/8 15:23:00
365,1471013692233_F01,1.0,2016/8/12 22:52:00
366,1496762084375_F01,1.0,2017/6/6 23:10:00
367,1502410975080_F01,1.0,2017/8/11 08:05:00
368,1481729543378_F01,1.0,2016/12/14 23:21:00
369,1513977108705_F01,1.0,2017/12/23 05:07:00
370,1514514462654_F01,1.0,2017/12/29 10:07:00
371,1534510572903_F01,1.0,2018/8/17 20:16:00
372,1474291078377_F01,1.0,2016/9/19 21:10:00
373,1482684549140_F01,1.0,2016/12/26 00:47:00
374,1500462184715_F01,1.0,2017/7/19 19:00:00
375,1460585570996_F01,1.0,2016/4/14 05:56:00
376,1500887289368_F01,1.0,2017/7/24 17:01:00
377,1521799683498_F01,1.0,2018/3/23 17:07:00
378,1506496469501_F01,1.0,2017/9/27 14:01:00
379,1519059534417_F01,1.0,2018/2/20 00:38:00
380,1469100245246_F01,1.0,2016/7/21 19:21:00
381,1495614697961_F01,1.0,2017/5/24 16:23:00
382,1468917495918_F01,1.0,2016/7/19 16:25:00
383,1540257618120_F01,1.0,2018/10/23 06:07:00
384,1483957714529_F01,1.0,2017/1/9 18:14:00
385,1536048290667_F01,1.0,2018/9/4 15:26:00
386,1468320064243_F01,1.0,2016/7/12 18:25:00
387,1460724004874_F01,1.0,2016/4/15 20:33:00
388,1512529317070_F01,2.0,2017/12/6 10:16:00
389,1452047902289_F01,1.0,2016/1/6 10:25:00
390,1457277342717_F01,1.0,2016/3/6 23:06:00
391,1457856512919_F01,1.0,2016/3/13 16:02:00
392,1462714203336_F01,1.0,2016/5/8 21:20:00
393,1505358907271_F01,1.0,2017/9/14 10:44:00
394,1522340288913_F01,1.0,2018/3/29 22:35:00
395,1488643133319_F01,1.0,2017/3/4 23:51:00
396,1461555651968_F01,1.0,2016/4/25 11:31:00
397,1493627168330_F01,1.0,2017/5/1 16:23:00
398,1546138337323_F01,0.0,2018/12/30 10:50:00
399,1472820374565_F01,1.0,2016/9/2 20:38:00
400,1469190349863_F01,1.0,2016/7/22 20:21:00
401,1468663699033_F01,1.0,2016/7/16 18:04:00
402,1498786979252_F01,1.0,2017/6/30 09:05:00
403,1523958249339_F01,1.0,2018/4/17 17:12:00
404,1469809361937_F01,1.0,2016/7/30 00:16:00
405,1544645258822_F01,1.0,2018/12/13 03:56:00
406,1542709368787_F01,1.0,2018/11/20 18:11:00
407,1537262058187_F01,1.0,2018/9/18 16:12:00
408,1481715991890_F01,1.0,2016/12/14 19:32:00
409,1460383161784_F01,1.0,2016/4/11 21:39:00
410,1501990514995_1_F01,1.0,2017/8/6 11:23:00
411,1538320879865_F01,1.0,2018/9/30 23:12:00
412,1467265040483_F01,1.0,2016/6/30 13:25:00
413,1520343189802_F01,1.0,2018/3/6 21:20:00
414,1522138635638_F01,1.0,2018/3/27 15:06:00
415,1459986073592_F01,1.0,2016/4/7 07:24:00
416,1462431245581_F01,1.0,2016/5/5 14:48:00
417,1463022265070_F01,1.0,2016/5/12 10:54:00
418,1458533089065_F01,1.0,2016/3/21 12:03:00
419,1539204272511_F01,1.0,2018/10/10 18:49:00
420,1510773102412_F01,1.0,2017/11/16 01:24:00
421,1515639614387_F01,1.0,2018/1/11 10:46:00
422,1464228741384_F01,1.0,2016/5/26 09:58:00
423,1477655031487_F01,1.0,2016/10/28 19:31:00
424,1472031122386_F01,1.0,2016/8/24 17:23:00
425,1487329869369_F01,1.0,2017/2/17 16:44:00
426,1479913915805_F01,1.0,2016/11/23 23:00:00
427,1497271763698_F01,1.0,2017/6/12 20:44:00
428,1479004249044_F01,1.0,2016/11/13 10:26:00
429,1522655340532_F01,1.0,2018/4/2 15:13:00
430,1492963009864_F01,1.0,2017/4/23 23:50:00
431,1487056966666_F01,1.0,2017/2/14 15:12:00
432,1509624922954_F01,1.0,2017/11/2 17:12:00
433,1544520943186_F01,1.0,2018/12/11 17:22:00
434,1457422215297_F01,1.0,2016/3/8 15:26:00
435,1500538687474_F01,1.0,2017/7/20 16:06:00
436,1480982745005_F01,1.0,2016/12/6 08:01:00
437,1453439592348_F01,1.0,2016/1/22 13:06:00
438,1504528086261_F01,1.0,2017/9/4 19:45:00
439,1513428233326_F01,1.0,2017/12/16 20:30:00
440,1523238122784_F01,1.0,2018/4/9 09:35:00
441,1471442443269_F01,1.0,2016/8/17 21:55:00
442,1453330635463_F01,1.0,2016/1/21 06:46:00
443,1455896445571_F01,1.0,2016/2/19 23:39:00
444,1545371736773_F01,1.0,2018/12/21 13:42:00
445,1516099634128_F01,1.0,2018/1/16 18:00:00
446,1472568215482_F01,1.0,2016/8/30 22:42:00
447,1469973286526_F01,1.0,2016/7/31 21:54:00
448,1503318650674_F01,2.0,2017/8/21 20:20:00
449,1531927375343_F01,2.0,2018/7/18 23:17:00
450,1491784063292_F01,2.0,2017/4/10 08:19:00
451,1456657047881_F01,1.0,2016/2/28 18:42:00
452,1478620390962_F01,1.0,2016/11/8 23:50:00
453,1532591806674_F01,2.0,2018/7/26 15:26:00
454,1468227209961_F01,2.0,2016/7/11 16:40:00
455,1497803008917_F01,2.0,2017/6/19 00:09:00
456,1493282447478_F01,2.0,2017/4/27 16:34:00
457,1486398743271_F01,1.0,2017/2/7 00:24:00
458,1492944905280_F01,2.0,2017/4/23 18:40:00
459,1457764319862_F01,0.0,2016/3/12 14:19:00
460,1517286707272_F01,1.0,2018/1/30 12:21:00
461,1456195237954_F01,1.0,2016/2/23 10:37:00
462,1492847675470_F01,2.0,2017/4/22 15:43:00
463,1544411163641_F01,0.0,2018/12/10 10:52:00
464,1529938646756_F01,2.0,2018/6/25 22:37:00
465,1465048811857_F01,2.0,2016/6/4 21:53:00
466,1520922085593_F01,1.0,2018/3/13 14:14:00
467,1510393991867_F01,2.0,2017/11/11 17:37:00
468,1464248651893_F01,0.0,2016/5/26 15:39:00
469,1522114580568_F01,2.0,2018/3/27 08:39:00
470,1469076869482_F01,2.0,2016/7/21 12:50:00
471,1471266484929_F01,0.0,2016/8/15 21:05:00
472,1466514469287_F01,1.0,2016/6/21 21:00:00
473,1513131450617_F01,2.0,2017/12/13 09:28:00
474,1471560392015_F01,1.0,2016/8/19 06:44:00
475,1455891878576_F01,2.0,2016/2/19 22:15:00
476,1452183473568_F01,2.0,2016/1/7 23:50:00
477,1471315247816_F01,1.0,2016/8/16 10:32:00
478,1525673137088_F01,2.0,2018/5/7 13:46:00
479,1520308332228_F01,0.0,2018/3/6 11:26:00
480,1478307388176_F01,2.0,2016/11/5 08:53:00
481,1534853071219_F01,2.0,2018/8/21 19:46:00
482,1471437079744_F01,2.0,2016/8/17 20:16:00
483,1525852353898_F01,1.0,2018/5/9 14:58:00
484,1468600711746_F01,0.0,2016/7/16 00:27:00
485,1471626139161_F01,0.0,2016/8/20 00:49:00
486,1492698330964_F01,2.0,2017/4/20 22:13:00
487,1509766705851_F01,0.0,2017/11/4 11:31:00
488,1490345052593_F01,1.0,2017/3/24 16:29:00
489,1513870845059_F01,0.0,2017/12/21 23:15:00
490,1520512933821_F01,2.0,2018/3/8 18:29:00
491,1461839202417_F01,1.0,2016/4/28 18:12:00
492,1544534553718_F01,2.0,2018/12/11 21:08:00
493,1503249572013_F01,1.0,2017/8/21 01:14:00
494,1462373860350_F01,2.0,2016/5/4 22:54:00
495,1491994552737_F01,1.0,2017/4/12 18:43:00
496,1465484492006_F01,2.0,2016/6/9 22:59:00
497,1525961289295_F01,1.0,2018/5/10 20:05:00
498,1451585357153_F01,1.0,2016/1/1 02:01:00
